,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
1813,DNA binding,37,39,187,198,"Randomization, or deletion, of the amino acids in this region in Rrn3, amino acids 382-400, abrogated its ability to bind DNA, indicating that this domain was an important contributor to DNA binding by Rrn3.",23393135_5,0,-1,-1,-1,-1,0,1813,0
1824,DNA binding,4,6,31,42,These results demonstrate that DNA binding by Rrn3 is essential for transcription by RNA polymerase I.,23393135_9,0,-1,-1,-1,-1,0,1824,0
1826,RNA polymerase I.,13,16,85,102,These results demonstrate that DNA binding by Rrn3 is essential for transcription by RNA polymerase I.,23393135_9,0,-1,-1,-1,-1,0,1826,0
1832,MHCII,24,25,138,143,"We demonstrate the existence of a fine level of regulation, coupling the transcription and processing of mRNAs encoding α and β chains of MHCII molecules, mediated through binding of their Untraslated Regions (UTRs) to the same ribonucleoproteic complex (RNP).",23393186_1,0,-1,-1,-1,-1,0,1832,0
1836,RNP,43,44,255,258,"We demonstrate the existence of a fine level of regulation, coupling the transcription and processing of mRNAs encoding α and β chains of MHCII molecules, mediated through binding of their Untraslated Regions (UTRs) to the same ribonucleoproteic complex (RNP).",23393186_1,0,-1,-1,-1,-1,0,1836,0
1838,MHCII,12,13,51,56,"We propose a dynamic model, in the context of the 'MHCII RNA operon' in which the increasing levels of DRA and DRB mRNAs are docked by the RNP acting as a bridge between 5'- and 3'-UTR of the same messenger, building a loop structure and, at the same time, joining the two chains, thanks to shared common predicted secondary structure motifs.",23393186_2,0,-1,-1,-1,-1,0,1838,0
1842,RNP,30,31,139,142,"We propose a dynamic model, in the context of the 'MHCII RNA operon' in which the increasing levels of DRA and DRB mRNAs are docked by the RNP acting as a bridge between 5'- and 3'-UTR of the same messenger, building a loop structure and, at the same time, joining the two chains, thanks to shared common predicted secondary structure motifs.",23393186_2,0,-1,-1,-1,-1,0,1842,0
1848,RNP,11,12,61,64,"According to cell needs, as during immune surveillance, this RNP machinery guarantees a balanced synthesis of DRA and DRB mRNAs and a consequent balanced surface expression of the heterodimer.",23393186_3,0,-1,-1,-1,-1,0,1848,0
1851,heterodimer,30,31,180,191,"According to cell needs, as during immune surveillance, this RNP machinery guarantees a balanced synthesis of DRA and DRB mRNAs and a consequent balanced surface expression of the heterodimer.",23393186_3,0,-1,-1,-1,-1,0,1851,0
1853,TLR3,12,13,75,79,In this report we show that carrier-mediated delivery of mRNA may activate TLR3 signaling in respiratory cells.,23402727_0,0,-1,-1,-1,-1,0,1853,0
1864,caspase-1,36,37,222,231,"The recognition of mRNA by the innate immune system was also associated with cell death, which proceeded in human respiratory cells via pyroptosis, a form of programmed cell death mediated by substantial overexpression of caspase-1.",23402727_2,0,-1,-1,-1,-1,0,1864,0
1866,caspase-1,16,17,107,116,This indicated that the delivered mRNA is most likely also recognized by NOD-like receptors which regulate caspase-1 production.,23402727_3,0,-1,-1,-1,-1,0,1866,0
1871,caspase-1,33,34,197,206,"The viability of murine respiratory cells was less affected by mRNA transfection, which is in line with the lower transfection efficiency, lower innate immune response and the absence of a massive caspase-1 upregulation in these cells.",23402727_4,0,-1,-1,-1,-1,0,1871,0
1886,protein 4,27,29,179,188,"A subsequent search of the neuroblastoma gene server for human orthologues of genes differentially expressed in the chick embryo neural crest screen retrieved the LIM domain only protein 4 (LMO4), which was expressed in both cell types analyzed.",23407937_2,0,-1,-1,-1,-1,0,1886,0
1902,cadherin,22,23,140,148,"Together, our results suggest that the association of high levels of LMO4 with aggressive neuroblastomas is dependent on LMO4 regulation of cadherin expression and hence, tumor invasiveness.",23407937_5,0,-1,-1,-1,-1,0,1902,0
1907,monoclonal antibodies,23,25,140,161,"BACKGROUND: Many approaches have been suggested as anti-tumor therapy for targeting insulin-like growth factor 1 receptor (IGF-1R), such as monoclonal antibodies and tyrosine kinase inhibitor.",23413016_0,0,-1,-1,-1,-1,0,1907,0
2060,luciferase,16,17,108,118,"For evaluation of transgene expression in vivo, block/homo polyplex micelles showed 12-fold higher level in luciferase expression evaluated by bioluminescence imaging system at 24 h after the i.p. administration compared with block polyplex micelles composed with only PEG-b-P[Asp(DET)] in nude mice bearing peritoneal dissemination.",23422727_2,0,-1,-1,-1,-1,0,2060,0
2072,GM-CSF,4,5,24,30,The antitumor effect of GM-CSF gene therapy was mediated via the activation of natural killer cells.,23422727_5,0,-1,-1,-1,-1,0,2072,0
2084,Interferon regulatory factors,0,3,0,29,"Interferon regulatory factors (IRFs) control many facets of the innate and adaptive immune responses, regulate the development of the immune system itself and involve in reproduction and morphogenesis.",23422814_0,0,-1,-1,-1,-1,0,2084,0
2094,amino acids,7,9,42,53,"PfIRF-2 encodes a putative protein of 350 amino acids, and contains a highly conserved N-terminal DNA-binding domain and a variable C-terminal regulatory domain.",23422814_2,0,-1,-1,-1,-1,0,2094,0
2099,IRF-2,21,22,160,165,"Comparison and phylogenetic analysis revealed that PfIRF-2 shared a relatively higher identity with other mollusk but relatively lower identity with vertebrate IRF-2, and was clustered with IRF-1 subfamily composed of IRF-2 and IRF-1.",23422814_3,0,-1,-1,-1,-1,0,2099,0
2100,IRF-1,27,28,190,195,"Comparison and phylogenetic analysis revealed that PfIRF-2 shared a relatively higher identity with other mollusk but relatively lower identity with vertebrate IRF-2, and was clustered with IRF-1 subfamily composed of IRF-2 and IRF-1.",23422814_3,0,-1,-1,-1,-1,0,2100,0
2101,IRF-2,31,32,218,223,"Comparison and phylogenetic analysis revealed that PfIRF-2 shared a relatively higher identity with other mollusk but relatively lower identity with vertebrate IRF-2, and was clustered with IRF-1 subfamily composed of IRF-2 and IRF-1.",23422814_3,0,-1,-1,-1,-1,0,2101,0
2102,IRF-1,33,34,228,233,"Comparison and phylogenetic analysis revealed that PfIRF-2 shared a relatively higher identity with other mollusk but relatively lower identity with vertebrate IRF-2, and was clustered with IRF-1 subfamily composed of IRF-2 and IRF-1.",23422814_3,0,-1,-1,-1,-1,0,2102,0
2105,immune response,11,13,76,91,"Furthermore, gene expression analysis revealed that PfIRF-2 involved in the immune response to LPS and poly(I:C) stimulation.",23422814_4,0,-1,-1,-1,-1,0,2105,0
2232,annexin,5,6,32,39,"Cell apoptosis was evaluated by annexin V/propidium iodide staining, TUNEL, and reactive oxygen species generation analysis.",23436656_4,0,-1,-1,-1,-1,0,2232,0
2322,Initiator caspases,0,2,0,18,"Initiator caspases are the first caspases that are activated following an apoptotic stimulus, and are responsible for cleaving and activating downstream effector caspases, which directly cause apoptosis.",23474489_0,0,-1,-1,-1,-1,0,2322,0
2328,amino acids,9,11,52,63,The SfDronc cDNA encodes a predicted protein of 447 amino acids with a molecular weight of 51 kDa.,23474489_2,0,-1,-1,-1,-1,0,2328,0
2428,H4,24,25,169,171,The co-treatment of DU145 cells caused site-specific demethylation in the AR promoter region followed by gene re-expression and increased acetylation in histones H3 and H4.,23503510_5,0,-1,-1,-1,-1,0,2428,0
2440,nucleic acid,8,10,60,72,We present measurements by deep-ultraviolet mass mapping of nucleic acid (NA) and protein for five commonly cultured and three primary cell types.,23504822_0,0,-1,-1,-1,-1,0,2440,0
2470,nucleic acid,31,33,157,169,"The individual blastomeres (n = 54) from mouse embryos at eight-cell stage were measured and found to vary by more than a factor or two in total protein and nucleic acid content (0.8-2.3 ng total protein, 70-150 pg total NA).",23504822_7,0,-1,-1,-1,-1,0,2470,0
2471,nucleic acid,3,5,13,25,The ratio of nucleic acid to protein was more nearly constant for each blastomere from a particular embryo and this ratio was found to be an identifying characteristic that varies from embryo to embryo obtained from a single flushing of a mouse.,23504822_8,0,-1,-1,-1,-1,0,2471,0
2492,immediate-early,21,22,133,148,"Silencing of UL49 in HCMV-infected human foreskin fibroblast cells reduced the transcription levels of early and late genes, but not immediate-early ones.",23507399_7,0,-1,-1,-1,-1,0,2492,0
2511,oncogenic,12,13,76,85,TLS/FUS is a human telomere-binding protein that was first identified as an oncogenic fusion protein in human myxoid and round-cell liposarcoma.,23521792_1,0,-1,-1,-1,-1,0,2511,0
2523,telomere-binding protein,12,14,75,99,"Our findings suggest that the G-quadruplex functions as a scaffold for the telomere-binding protein, TLS, to regulate telomere length by histone modifications.",23521792_4,0,-1,-1,-1,-1,0,2523,0
2536,thyroid-stimulating antibodies,2,4,9,39,"However, thyroid-stimulating antibodies from patients with Graves' disease stimulated cAMP production in HEK293 cells that expressed TSHR739.",23538203_4,0,-1,-1,-1,-1,0,2536,0
2553,thyroid-stimulating antibodies,38,40,233,263,"We used plasmid injection combined with electroporation into skeletal muscles to immunize BALB/c mice with TSHR739, TSHR764,, or control plasmid; TSHR739 caused goiters, high (125)I uptake activity, thyrotoxicosis, and production of thyroid-stimulating antibodies, but TSHR764, or control did not.",23538203_6,0,-1,-1,-1,-1,0,2553,0
2559,autoantigen,25,26,154,165,"These results indicated that immunization with an autologous TSHR antigen, TSHR739, induced Graves'-like disease in mice, and that TSHR739 is a candidate autoantigen in autoimmune thyroid disease.",23538203_7,0,-1,-1,-1,-1,0,2559,0
2589,ABL,6,7,51,54,Reliable breakpoint cluster region (BCR)--Abelson (ABL) 1 measurement is essential for optimal management of chronic myelogenous leukemia.,23541592_0,0,-1,-1,-1,-1,0,2589,0
2673,amino acids,7,9,35,46,This cDNA encodes a protein of 893 amino acids with an N-terminal signal sequence.,23542778_4,0,-1,-1,-1,-1,0,2673,0
2761,VEGF,14,15,89,93,"RT-PCR and western blotting were performed to analyze the mRNA and protein expression of VEGF, NDRG1, and HIF-1α.",23549264_4,0,-1,-1,-1,-1,0,2761,0
2770,VEGF,10,11,59,63,"Our results showed that hypoxia led to the upregulation of VEGF, NDRG1, and HIF-1α both at the mRNA and protein levels.",23549264_7,0,-1,-1,-1,-1,0,2770,0
2776,VEGF,8,9,57,61,"We also found that the hypoxia-induced overexpression of VEGF, NDRG1, and HIF-1α was suppressed by digoxin in a concentration-dependent manner.",23549264_8,0,-1,-1,-1,-1,0,2776,0
2788,VEGF,9,10,81,85,Our results suggest that digoxin downregulated hypoxia-induced overexpression of VEGF and NDRG1 at the transcriptional level probably through the inhibition of HIF-1α synthesis in A549 cells.,23549264_10,0,-1,-1,-1,-1,0,2788,0
2793,G protein-coupled receptors,5,8,33,60,"Insects have two closely related G protein-coupled receptors belonging to the pyrokinin/pheromone biosynthesis activating neuropeptide (pyrokinin/PBAN) family, one with the ligand PBAN or pyrokinin-2 and another with diapause hormone or pyrokinin-1 as a ligand.",23551811_0,0,-1,-1,-1,-1,0,2793,0
2810,splice variants,2,4,10,25,All three splice variants of the PBAN receptor were identified with all variants found in pheromone gland tissue.,23551811_5,0,-1,-1,-1,-1,0,2810,0
2825,DNA-dependent,4,5,22,35,RESULTS: Knockdown of DNA-dependent activator of interferon-regulatory factors (DAI) ameliorates SLE syndrome via blunting macrophage M2b polarization.,23553627_1,0,-1,-1,-1,-1,0,2825,0
2826,interferon-regulatory factors,7,9,49,78,RESULTS: Knockdown of DNA-dependent activator of interferon-regulatory factors (DAI) ameliorates SLE syndrome via blunting macrophage M2b polarization.,23553627_1,0,-1,-1,-1,-1,0,2826,0
2827,DAI,10,11,80,83,RESULTS: Knockdown of DNA-dependent activator of interferon-regulatory factors (DAI) ameliorates SLE syndrome via blunting macrophage M2b polarization.,23553627_1,0,-1,-1,-1,-1,0,2827,0
2830,DAI,2,3,12,15,CONCLUSION: DAI functions as a DNA sensor in self-DNA-induced macrophage M2b polarization and lupus nephritis.,23553627_2,0,-1,-1,-1,-1,0,2830,0
2837,DNA-dependent,16,17,114,127,SIGNIFICANCE: We disclose the mechanism by which self-DNA induces macrophage M2b polarization and lupus nephritis DNA-dependent activator of interferon-regulatory factors (DAI) functions as a cytoplasmic DNA sensor that activates the innate immune system.,23553627_3,0,-1,-1,-1,-1,0,2837,0
2838,interferon-regulatory factors,19,21,141,170,SIGNIFICANCE: We disclose the mechanism by which self-DNA induces macrophage M2b polarization and lupus nephritis DNA-dependent activator of interferon-regulatory factors (DAI) functions as a cytoplasmic DNA sensor that activates the innate immune system.,23553627_3,0,-1,-1,-1,-1,0,2838,0
2839,DAI,22,23,172,175,SIGNIFICANCE: We disclose the mechanism by which self-DNA induces macrophage M2b polarization and lupus nephritis DNA-dependent activator of interferon-regulatory factors (DAI) functions as a cytoplasmic DNA sensor that activates the innate immune system.,23553627_3,0,-1,-1,-1,-1,0,2839,0
2842,lymphocyte-derived,5,6,35,53,"We previously found that activated lymphocyte-derived self-apoptotic DNA (ALD-DNA) immunization led to pathological macrophage activation and M2b polarization, which could initiate and propagate murine lupus nephritis.",23553627_4,0,-1,-1,-1,-1,0,2842,0
2851,DAI,7,8,32,35,"In this study, we reported that DAI expression was significantly increased in SLE patients as well as in lupus mice.",23553627_6,0,-1,-1,-1,-1,0,2851,0
2854,DAI,6,7,49,52,Gain- and loss-of-function studies revealed that DAI was involved in ALD-DNA-induced macrophage activation and M2b polarization.,23553627_7,0,-1,-1,-1,-1,0,2854,0
2859,DAI,7,8,66,69,"Moreover, ALD-DNA notably induced dimerization/oligomerization of DAI and consequently activation of nuclear factor κB (NF-κB) and interferon regulatory factor 3 (IRF3) signaling pathways via calcium signaling, resulting in macrophage activation and M2b polarization.",23553627_8,0,-1,-1,-1,-1,0,2859,0
2860,nuclear factor κB,12,15,101,118,"Moreover, ALD-DNA notably induced dimerization/oligomerization of DAI and consequently activation of nuclear factor κB (NF-κB) and interferon regulatory factor 3 (IRF3) signaling pathways via calcium signaling, resulting in macrophage activation and M2b polarization.",23553627_8,0,-1,-1,-1,-1,0,2860,0
2861,NF-κB,16,17,120,125,"Moreover, ALD-DNA notably induced dimerization/oligomerization of DAI and consequently activation of nuclear factor κB (NF-κB) and interferon regulatory factor 3 (IRF3) signaling pathways via calcium signaling, resulting in macrophage activation and M2b polarization.",23553627_8,0,-1,-1,-1,-1,0,2861,0
2865,DAI,5,6,30,33,"More importantly, blockade of DAI in vivo or selective knockdown of DAI in macrophages could ameliorate SLE syndrome via blunting macrophage M2b polarization and inhibiting inflammatory response in lupus mice.",23553627_9,0,-1,-1,-1,-1,0,2865,0
2867,DAI,12,13,68,71,"More importantly, blockade of DAI in vivo or selective knockdown of DAI in macrophages could ameliorate SLE syndrome via blunting macrophage M2b polarization and inhibiting inflammatory response in lupus mice.",23553627_9,0,-1,-1,-1,-1,0,2867,0
