,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
7619,cell lines,14,16,72,82,We found that the CDR1 gene was overexpressed in the LNCaP and PC-3 PCa cell lines as compared with the PNT1A normal prostate cell line.,24366849_6,-1,1,-1,-1,-1,1,7619,1
7670,HepG2 cells,18,20,118,129,Isobaric tags for relative and absolute quantitation (iTRAQ) were used to measure HBV replication-related proteins in HepG2 cells and HepG2.2.15 cells.,24375072_2,-1,1,-1,-1,-1,1,7670,1
7675,HepG2 cells,9,11,53,64,"KRT8 was up-regulated in HepG2.2.15 cells but not in HepG2 cells, and KRT8 was overexpressed in an HBV-infected patient's liver tissue.",24375072_3,-1,1,-1,-1,-1,1,7675,1
7780,Tumor cell,0,2,0,10,Tumor cell mitochondria are key biosynthetic hubs that provide macromolecules for cancer progression and angiogenesis.,24403067_0,-1,1,-1,-1,-1,1,7780,1
7809,tumor cell,19,21,145,155,"Collectively, our findings underscore the complexity of PGC-1α-mediated mitochondrial homeostasis and establish mitostatin as a key regulator of tumor cell mitophagy and angiostasis.",24403067_8,-1,1,-1,-1,-1,1,7809,1
7920,cell lines,17,19,94,104,"In this study, miR-10b was found to be upregulated in breast cancer tissues and breast cancer cell lines and the expression of miR-10b was shown to be closely correlated with aggressiveness in breast cancer.",24457988_3,-1,1,-1,-1,-1,1,7920,1
8215,cell lines,10,12,83,93,EXPERIMENTAL DESIGN: miRNA expression in paired cisplatin-resistant and -sensitive cell lines was measured.,24516043_2,-1,1,-1,-1,-1,1,8215,1
8240,cell lines,1,3,10,20,Resistant cell lines were resensitized by restoring miRNA-27a expression or reducing SLC7A11 activity with siRNA or with sulfasalazine.,24516043_10,-1,1,-1,-1,-1,1,8240,1
8371,HL-60,27,28,191,196,"In this study, using a whole-human-genome oligonucleotide microarray to clarify the relationships between myelotoxicity of benzene and MPO, we analyzed the genome-wide expression profiles of HL-60 human promyelocytic cell lines exposed to 1,2,4-benzenetriol (BT) with or without MPO inhibition.",24530881_2,-1,1,-1,-1,-1,1,8371,1
8378,HL-60 cells,23,25,108,119,"The microarray analysis revealed that short (1 h) and longer (4 h) exposure to BT changed the expression in HL-60 cells of 1,213 or 1,214 genes associated with transcription, RNA metabolic processes, immune response, apoptosis, cell death, and biosynthetic processes (|Z-score|> 2.0), and that these changes were dramatically lessened by MPO-specific inhibition.",24530881_3,-1,1,-1,-1,-1,1,8378,1
8513,HeLa cells,31,33,177,187,"Using the non-viral scFv/tP vector as a delivery tool, small interfering RNA (siRNA) of the human wings apart-like gene (hWAPL) was effectively transfected into cervical cancer HeLa cells.",24567178_4,-1,1,-1,-1,-1,1,8513,1
8550,Jurkat cells,29,31,175,187,"RESULTS: Here, we showed that DRz1 could down-regulate the expression of AKT1 in both mRNA and protein levels, hence significantly inhibiting growth and inducing apoptosis of Jurkat cells.",24600969_4,-1,1,-1,-1,-1,1,8550,1
8642,cell line,31,33,201,210,Our results showed that the S100P expression level was not related to the migration and invasion abilities in these stably transfected cell lines derived from a human salivary adenoid cystic carcinoma cell line SACC-83.,24604254_4,-1,1,-1,-1,-1,1,8642,1
8654,cell lines,9,11,66,76,Our data indicated that establishment of stable transgenic cancer cell lines should consider the status of genetic variance in a cancer cell to avoid any biased conclusion.,24604254_7,-1,1,-1,-1,-1,1,8654,1
8775,cell lines,9,11,46,56,This collection implies the use of a panel of cell lines originating from various animal species.,24642236_1,-1,1,-1,-1,-1,1,8775,1
8777,cell lines,13,15,62,72,"In order to make easier the handling of such a large panel of cell lines, wide spectrum real-time PCR and RT-PCR assays were developed to allow the detection and the quantification of DNA and mRNA of β-actin, one of the most commonly used eukaryotic housekeeping genes.",24642236_2,-1,1,-1,-1,-1,1,8777,1
8785,cell lines,20,22,89,99,"This panel included human, monkey, rodent, dog, pig, fish, batrachian, mosquito and tick cell lines.",24642236_4,-1,1,-1,-1,-1,1,8785,1
8955,cell lines,14,16,94,104,"Q-PCR analysis of an independent cohort revealed DSC3 transcript down-regulation, both in PCa cell lines and tumor tissues but not in their benign counterpart.",24664224_9,-1,1,-1,-1,-1,1,8955,1
8993,Vero cells,10,12,71,81,The plasmids were amplified in coliform bacterium and transfected into Vero cells using lipofectamine.,24687598_2,-1,1,-1,-1,-1,1,8993,1
8995,Vero cells,6,8,42,52,"These recombinant HSV-1 were amplified in Vero cells and purified by conventional methods of cesium chloride, TCID50 method is used to measure virus titers.",24687598_3,-1,1,-1,-1,-1,1,8995,1
8999,HepG2 cells,8,10,42,53,"The total RNA was then extracted from the HepG2 cells transfected by Synco-1 and Synco-2, and the expression of GALV.fus mRNA was detected by RT-PCR.",24687598_4,-1,1,-1,-1,-1,1,8999,1
9006,Vero cells,8,10,55,65,"The three recombinant HSV-1 vectors were propagated in Vero cells and purified by cesium chloride density gradient centrifugation, titrated by TCID50 method, and packaged.",24687598_5,-1,1,-1,-1,-1,1,9006,1
9013,HepG2 cells,8,10,49,60,The GALV.fus gene was identified in the infected HepG2 cells by RT-PCR method.,24687598_7,-1,1,-1,-1,-1,1,9013,1
9182,CHO,4,5,25,28,The ColoR9 MB visualized CHO and P19 cells with red color in the absence of miR-9 and yellow color in the presence of miR-9.,24713846_4,-1,1,-1,-1,-1,1,9182,1
9223,cell lines,1,3,5,15,"Some cell lines lack shorter isoforms and express only one of the two nesprin genes, suggesting that either of the giant nesprins is sufficient for basic cell functions.",24718612_7,-1,1,-1,-1,-1,1,9223,1
9253,HeLa cells,8,10,42,52,In this study we report that treatment of HeLa cells with 5-fluorouracil resulted in de novo assembly of stress granules.,24728989_2,-1,1,-1,-1,-1,1,9253,1
9359,sf9,19,20,102,105,"A new piggyBac-like element (PLE), named PLE-wu, was identified from a mutant baculovirus cultured in sf9 insect cells.",24751435_1,-1,1,-1,-1,-1,1,9359,1
9653,cell lines,9,11,61,71,We report a new method to generate high-expressing mammalian cell lines in a quick and efficient way.,24794511_0,-1,1,-1,-1,-1,1,9653,1
9664,cell line,19,21,131,140,"The MCL maintained inducibility and expression during 50 passages, being more efficient for protein expression than a conventional cell line.",24794511_3,-1,1,-1,-1,-1,1,9664,1
9665,cell lines,3,5,16,26,"To generate new cell lines, mutant LoxP sites were inserted into the MCL, allowing transgene and selection gene exchange by Cre-directed recombination, leading to quick generation of inducible cell lines expressing proteins of therapeutic interest, like human cardiotrophin-1 and oncostatin-M at several mg/l/24 h. These proteins contained posttranslational modifications, showed bioactivity, and were efficiently purified.",24794511_4,-1,1,-1,-1,-1,1,9665,1
9671,cell lines,31,33,193,203,"To generate new cell lines, mutant LoxP sites were inserted into the MCL, allowing transgene and selection gene exchange by Cre-directed recombination, leading to quick generation of inducible cell lines expressing proteins of therapeutic interest, like human cardiotrophin-1 and oncostatin-M at several mg/l/24 h. These proteins contained posttranslational modifications, showed bioactivity, and were efficiently purified.",24794511_4,-1,1,-1,-1,-1,1,9671,1
9678,cell lines,1,3,6,16,"These cell lines were easily adapted to growth in suspension, making this methodology very attractive for therapeutic protein production.",24794511_6,-1,1,-1,-1,-1,1,9678,1
10094,cell lines,19,21,117,127,"Here, we report that upregulation of COX-2 can induce overexpression of MRP4 in both A549 non-small-cell lung cancer cell lines and mouse lung cancer models.",24909729_2,-1,1,-1,-1,-1,1,10094,1
10250,HeLa cells,32,34,195,205,"The inhibitory properties of small interfering RNA (siRNA), single-stranded RNA (ssRNA) and single-stranded DNA (ssDNA) sequences targeted to human metallothionein hMT-IIa are also quantified in HeLa cells.",24926959_3,-1,1,-1,-1,-1,1,10250,1
10308,HeLa cells,29,31,168,178,"In this study, we performed the first comprehensive in vitro investigation on carcinogenesis associated with nuclear factor kappa B (NF-κB) and its downstream genes in HeLa cells (Human cervix adenocarcinoma cell line from epithelial cells) exposure to MC-RR.",24932741_2,-1,1,-1,-1,-1,1,10308,1
10313,HeLa cells,0,2,0,10,"HeLa cells were treated with 0, 20, 40, 60, and 80 µg/mL MC-RR for 4, 8, 12, and 24 h. HeLa cells presented dualistic responses to different doses of MCs.",24932741_3,-1,1,-1,-1,-1,1,10313,1
10316,HeLa cells,27,29,87,97,"HeLa cells were treated with 0, 20, 40, 60, and 80 µg/mL MC-RR for 4, 8, 12, and 24 h. HeLa cells presented dualistic responses to different doses of MCs.",24932741_3,-1,1,-1,-1,-1,1,10316,1
10321,HeLa cells,11,13,75,85,CCK8 assay showed that MC-RR exposure evidently enhanced cell viability of HeLa cells at lower MCs doses.,24932741_4,-1,1,-1,-1,-1,1,10321,1
10486,cell line,23,25,153,162,"These results indication that pure and impure diosgenin prevents telomerase activity by down regulation of the hTERT gene expression in A549 lung cancer cell line, with the difference that pure compound is more effective than another.",24973886_10,-1,1,-1,-1,-1,1,10486,1
10544,cell line,14,16,96,105,chIL-17RA transcript expression was relatively high in the thymus and in the chicken macrophage cell line HD11.,24980970_5,-1,1,-1,-1,-1,1,10544,1
10683,cell lines,38,40,242,252,"To identify and characterize transcript structures ranging from transcriptional start sites (TSSs) to poly(A)-addition sites (PASs), we constructed and analyzed human TSS/PAS mate pair full-length cDNA libraries from 14 tissue types and four cell lines.",25034687_0,-1,1,-1,-1,-1,1,10683,1
10843,cell lines,9,11,54,64,"In addition, IRAIN was downregulated both in leukemia cell lines and in blood obtained from high-risk AML patients.",25092925_7,-1,1,-1,-1,-1,1,10843,1
11591,HeLa cells,14,16,80,90,MAIN METHODS: The effect of vanadium complexes on the proliferation of SiHa and HeLa cells was analyzed using MTT assay.,25258113_2,-1,1,-1,-1,-1,1,11591,1
11688,cell lines,6,8,38,48,"Furthermore, the use of IFN-deficient cell lines enabled more efficient recovery of PSaV from cDNA constructs.",25304652_8,-1,1,-1,-1,-1,1,11688,1
11838,HeLa cells,23,25,157,167,"We have successfully applied this approach to extract and quantify the responses of all three macromolecular components in nucleoli after drug treatments of HeLa cells, and conducted RNA-Seq analysis of the nucleolar RNA.",25311121_4,-1,1,-1,-1,-1,1,11838,1
12027,cell lines,54,56,324,334,"The role of Rad51 and Rad52 recombinases in viral recombination was examined in human fibroblast cells 1BR.3.N (wild type) and in GM16097 with replication defects caused by mutations in DNA ligase I. Intermolecular recombination between viruses, tsS and tsK, harboring genetic markers gave rise to ∼17% recombinants in both cell lines.",25365323_1,-1,1,-1,-1,-1,1,12027,1
12427,HeLa cells,2,4,13,23,Treatment of HeLa cells with the ethyl ester form of MA (MA2) has led to elevated levels of m(6)A modification in mRNA.,25452335_6,-1,1,-1,-1,-1,1,12427,1
12467,Sf9 cells,31,33,228,237,"The phenomenon of the cell density effect is not readily explained by an obvious nutrient limitation, and a recent study has suggested that for recombinant Autographa californica multiple nucleopolyhedrovirus (rAcMNPV)-infected Sf9 cells, a drop in messenger RNA (mRNA) levels may be sufficient to explain the cell density effect for this system.",25472440_0,-1,1,-1,-1,-1,1,12467,1
12490,Sf9 cells,4,6,25,34,"However, unlike infected Sf9 cells, the yield decline started at the lowest PCD investigated (0.6 × 10(6) cells/mL).",25472440_4,-1,1,-1,-1,-1,1,12490,1
12549,HeLa cells,17,19,142,152,"Knockdown of CHDH expression impairs CCCP-induced mitophagy and PARK2/parkin-mediated clearance of mitochondria in mammalian cells, including HeLa cells and SN4741 dopaminergic neuronal cells.",25483962_2,-1,1,-1,-1,-1,1,12549,1
12791,cell lines,13,15,98,108,MTA1 was successfully down-regulated using small interfering RNA in the epithelial ovarian cancer cell lines SKOV-3 and OVCAR-3.,25501238_1,-1,1,-1,-1,-1,1,12791,1
12837,cell lines,25,27,153,163,"METHODS: We assessed the levels of Dkk-3 protein expression in human mucinous and clear cell ovarian cancer cells, and compared cell viabilities between cell lines that expressed Dkk-3 and those that did not, as well as between cells that expressed Dkk-3 and those whose expression of Dkk-3 was reduced by small interfering RNA.",25514350_3,-1,1,-1,-1,-1,1,12837,1
12849,cell lines,16,18,88,98,RESULTS: The expression of the Dkk-3 protein was observed in most of the ovarian cancer cell lines tested.,25514350_6,-1,1,-1,-1,-1,1,12849,1
12864,cell lines,13,15,84,94,"CONCLUSIONS: Although Dkk-3 expression was observed in most of human ovarian cancer cell lines, Dkk-3 has a tumor-suppressive function and a proapoptotic effect, inducing apoptosis through mitochondrial and Fas death receptor pathways in human mucinous ovarian cancer MCAS cells.",25514350_9,-1,1,-1,-1,-1,1,12864,1
13363,cell lines,30,32,181,191,"Moreover, we developed a brand new molecule called Wedge-PPRH with the ability to lock the ds-DNA into the displaced structure and proved its efficacy in prostate and breast cancer cell lines.",25615267_6,-1,1,-1,-1,-1,1,13363,1
13378,cell lines,27,29,147,157,"Hence, in the present report, we investigated the effect of ascochlorin (ASC), an isoprenoid antibiotic on STAT3 activation cascade in various HCC cell lines and orthotopic mouse model.",25624051_2,-1,1,-1,-1,-1,1,13378,1
13660,cell lines,32,34,212,222,"Recent studies have established that metformin (MET), an oral anti-diabetic drug, possesses antioxidant activity and is effective against different types of cancer in several carcinogen-induced animal models and cell lines.",25697376_0,-1,1,-1,-1,-1,1,13660,1
13848,COS-7 cells,26,28,121,132,"Additionally, the expression of 4 genes known to be involved in reproduction (FSHβ, GnRH, GH, and BMP) were evaluated in COS-7 cells expressing the fusion gene (pVITRO2-FSHαβ-CTP).",25719958_3,-1,1,-1,-1,-1,1,13848,1
13870,COS-7 cells,23,25,112,123,"FSHβ, GnRH, and BMP expression increased significantly 36 h and 48 h after transfection with the fusion gene in COS-7 cells.",25719958_8,-1,1,-1,-1,-1,1,13870,1
14046,cell lines,20,22,153,163,"Here we develop broadly applicable platforms for reliable, tightly controlled and reversible Dox-inducible systems for lentiviral mediated generation of cell lines or FLP Recombination-Mediated Cassette Exchange (RMCE) into the Collagen 1a1 (Col1a1) locus (FLP-In Col1a1) in mouse embryonic stem cells.",25768837_2,-1,1,-1,-1,-1,1,14046,1
