,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
941,T cell,8,10,54,60,Untreated HIV-infected individuals had a lower CD4(+) T cell response to both EBNA1 and BZLF1 as compared to healthy EBV carriers and HAART-treated HIV-positive subjects.,15724243_6,0,0,1,1,2,2,-1,941,-1,0.0006030266,0.00089204503,0.998505
943,T cell,12,14,63,69,"In addition, we found an increase in the EBNA1-specific CD8(+) T cell response in HAART-treated subjects.",15724243_8,0,0,1,1,2,2,-1,943,-1,0.00061818695,0.0009321865,0.99844956
966,cytokines IL-4,3,5,19,33,"Comparatively, the cytokines IL-4 and IL-13 are typically associated with the development of Th2 immune responses against allergens and parasites, while their influence on cytotoxic CD8(+) T cell responses is controversial.",15816016_1,-1,-1,-1,-1,-1,-1,-1,966,-1,0.9988901,0.00055634713,0.0005535654
969,T cell,29,31,189,195,"Comparatively, the cytokines IL-4 and IL-13 are typically associated with the development of Th2 immune responses against allergens and parasites, while their influence on cytotoxic CD8(+) T cell responses is controversial.",15816016_1,0,0,1,1,2,2,-1,969,-1,0.00060411065,0.0009111456,0.9984848
972,T cell,15,17,78,84,We have investigated the roles of IL-4 and IL-13 in the development of CD8(+) T cell responses against influenza infection.,15816016_2,0,0,1,1,2,2,-1,972,-1,0.0005972389,0.00086513726,0.99853766
977,T cell,8,10,36,42,"We show that the presence of CD4(+) T cell help, or the addition of exogenous IL-2 in vitro, restored the response.",15816016_5,0,0,1,1,2,2,-1,977,-1,0.0006431178,0.0009925972,0.99836427
1002,transcription factor Fos-related antigen 1(Fra-1,5,10,31,79,"This was achieved by targeting transcription factor Fos-related antigen 1(Fra-1), overexpressed by many tumor cells, with an ubiquitinated DNA vaccine against Fra-1, coexpressing secretory IL-18.",15833877_1,-1,-1,-1,-1,-1,-1,-1,1002,-1,0.0019005995,0.9973009,0.0007984835
1006,T-cell,19,20,127,133,"Importantly, a second tumor cell challenge of these SCID mice restored both, robust tumor-specific cytotoxicity and long-lived T-cell memory, capable of eradicating established pulmonary cancer metastases, suggesting that this vaccine could be effective against tumor recurrence.",15833877_4,0,0,1,1,2,2,-1,1006,-1,0.00671856,0.008237352,0.9850441
1021,T cell,26,28,152,158,Cytokine hyperproduction was also observed in vivo in WSX-1 Tg mice injected with Con A. Our data suggest that WSX-1 plays a pivotal role in regulating T cell responsiveness to TCR stimulation and that the correct balance of STAT1/STAT3 activation downstream of IL-27R engagement is crucial for the physiological function of IL-27.,15908443_8,0,0,1,1,2,2,-1,1021,-1,0.00060062297,0.00088283716,0.9985165
1025,T cell,17,19,108,114,Suppressor of cytokine signaling 1 (Socs1) is critical for the regulation of interferon-gamma responses and T cell homeostasis.,15924143_0,0,0,1,1,2,2,-1,1025,-1,0.0006293091,0.001041282,0.99832934
1026,T cell,24,26,163,169,"Although the presentation of the inflammatory disease of Socs1-deficient mice is complex, we have tested here the hypothesis that it originates from inappropriate T cell development and the appearance of autoreactive T cells.",15924143_1,0,0,1,1,2,2,-1,1026,-1,0.0006079506,0.0008557921,0.99853635
1028,T cell,1,3,16,22,Socs1-deficient T cell receptor-transgenic mice showed severely impaired positive selection and a substantial alteration in CD4-CD8 T cell fate specification.,15924143_2,0,0,1,1,2,2,-1,1028,-1,0.00077049236,0.0014011168,0.9978284
1029,T cell,16,18,132,138,Socs1-deficient T cell receptor-transgenic mice showed severely impaired positive selection and a substantial alteration in CD4-CD8 T cell fate specification.,15924143_2,0,0,1,1,2,2,-1,1029,-1,0.0006090618,0.0008896744,0.9985013
1033,T cell cytokines,6,9,31,47,BACKGROUND: Helper T cells and T cell cytokines play central roles in allergic disorders including bronchial asthma.,15947486_0,-1,-1,-1,-1,-1,-1,-1,1033,-1,0.6328793,0.012121177,0.35499945
1078,T cell,13,15,93,99,The HIV-1 accessory protein Vpr exhibits many interesting features related to macrophage and T cell biology.,16006193_0,0,0,1,1,2,2,-1,1078,-1,0.0008102589,0.00265528,0.99653435
1083,Th2 cytokines,24,26,177,190,Examples include the contradictory findings regarding susceptibility to experimental allergic encephalomyelitis (EAE) or diabetes in knockout mice for various individual Th1 or Th2 cytokines or their receptors.,16027138_1,-1,-1,-1,-1,-1,-1,-1,1083,-1,0.22948675,0.0050562765,0.7654569
1092,T cell,21,23,160,166,"Despite this protection, Stat4-null mice showed clear epitope spread compared with controls during myelin oligodendrocyte glycoprotein-induced EAE as judged by T cell proliferation, although this was not associated with a strong Th1 response to the initial or spread epitope and, furthermore, there was no evidence of a switch to Th2 cytokines.",16027138_7,0,0,1,1,2,2,-1,1092,-1,0.0006000234,0.0008274206,0.99857247
1094,Th2 cytokines,53,55,330,343,"Despite this protection, Stat4-null mice showed clear epitope spread compared with controls during myelin oligodendrocyte glycoprotein-induced EAE as judged by T cell proliferation, although this was not associated with a strong Th1 response to the initial or spread epitope and, furthermore, there was no evidence of a switch to Th2 cytokines.",16027138_7,-1,-1,-1,-1,-1,-1,-1,1094,-1,0.049574487,0.005094591,0.945331
1099,T-cell,45,46,291,297,"A regulatory role for ILT3 expressed on DCs is indicated by the increased interferon-gamma (IFN-gamma) secretion promoted by anti-ILT3 addition to cultures of DCs and T cells, but this effect is blunted in 1,25(OH)(2)D(3)-treated DCs, suggesting ILT3-independent mechanisms able to regulate T-cell activation.",16030186_4,0,0,1,1,2,2,-1,1099,-1,0.0044680666,0.010283631,0.9852483
1106,T cell,19,21,130,136,"Moreover, the CD8 DC subsets expressed more indoleamine 2,3-dioxygenase and IL-10, and hence inhibit the allogeneic proliferative T cell response and antigen-induced Th1 responses.",16091384_8,0,0,1,1,2,2,-1,1106,-1,0.00060667325,0.00084551045,0.99854773
1109,transcription factors GATA binding protein 1,11,17,60,104,"Despite binding to conserved DNA elements, we show that the transcription factors GATA binding protein 1 (GATA-1) and GATA-3 differentially suppress the expression of CCR5 in stem-cell-derived dendritic cells and primary human T-cell subsets.",16091457_2,-1,-1,-1,-1,-1,-1,-1,1109,-1,0.0012897841,0.9978573,0.0008529449
1115,T-cell,9,10,75,81,These findings provide insight into GATA-3-mediated gene regulation during T-cell differentiation.,16091457_6,0,0,1,1,2,2,-1,1115,-1,0.023891691,0.16107921,0.8150291
1118,Th1 transcription factor,14,17,92,116,We document here a significant role in selectin ligand formation for the recently described Th1 transcription factor T-bet.,16099875_1,-1,-1,-1,-1,-1,-1,-1,1118,-1,0.0045041335,0.73143727,0.2640586
1181,T-cell,18,19,85,91,"In the present study, using Gilz transgenic mice (TG), which overexpress GILZ in the T-cell lineage, we demonstrate that Gilz is implicated in T helper-2 (Th-2) response development.",16204313_1,0,0,1,1,2,2,-1,1181,-1,0.006680896,0.014926363,0.9783927
1185,Th-2 cytokines,19,21,107,121,"After in vitro stimulation by CD3/CD28 antibodies, peripheral naive CD4+ T cells from TG mice secrete more Th-2 cytokines such as interleukin-4 (IL-4), IL-5, IL-13, and IL-10, and produce less Th-1 cytokines such as interferon-gamma (IFN-gamma) than wild-type mice (WT).",16204313_2,-1,-1,-1,-1,-1,-1,-1,1185,-1,0.44335914,0.00788008,0.54876083
1191,Th-1 cytokines,38,40,193,207,"After in vitro stimulation by CD3/CD28 antibodies, peripheral naive CD4+ T cells from TG mice secrete more Th-2 cytokines such as interleukin-4 (IL-4), IL-5, IL-13, and IL-10, and produce less Th-1 cytokines such as interferon-gamma (IFN-gamma) than wild-type mice (WT).",16204313_2,-1,-1,-1,-1,-1,-1,-1,1191,-1,0.23690388,0.00878208,0.75431406
1194,Th-2 cytokine,5,7,33,46,CD4+ TG lymphocytes up-regulated Th-2 cytokine expression in the specific response to ovalbumin chicken egg (OVA) antigen immunization.,16204313_3,-1,-1,-1,-1,-1,-1,-1,1194,-1,0.8630882,0.00667189,0.13023996
1210,T-cell,8,9,53,59,"The studies reported here demonstrate that total CD8 T-cell proliferation in the presence of IFNs, ex vivo in response to cytokines and in vivo during viral infection, is inhibited through a STAT1-dependent mechanism.",16210337_4,0,0,1,1,2,2,-1,1210,-1,0.0042267465,0.0056053377,0.99016786
1217,T-cell,22,23,144,150,"Taken together, these novel results show that differential STAT1 expression is used by the immune system to modify cytokine-mediated effects on T-cell expansion and have implications for the consequences of therapeutic intervention in cytokine function.",16210337_6,0,0,1,1,2,2,-1,1217,-1,0.0063962652,0.007616197,0.9859876
1222,T cell,1,3,10,16,"Examining T cell receptor (TCR) specificity shows that even monospecific T cells can mediate disease in SOCS-1-deficient mice, although disease onset is substantially faster with a polyclonal T cell repertoire.",16216888_2,0,0,1,1,2,2,-1,1222,-1,0.00071445113,0.001100032,0.99818546
1224,T cell,30,32,192,198,"Examining T cell receptor (TCR) specificity shows that even monospecific T cells can mediate disease in SOCS-1-deficient mice, although disease onset is substantially faster with a polyclonal T cell repertoire.",16216888_2,0,0,1,1,2,2,-1,1224,-1,0.00060632755,0.00090750295,0.9984862
1234,T-cell,23,24,154,160,"Although the beta2-adrenergic receptor (beta2AR) is the most extensively characterized G-protein-coupled receptor (GPCR), the effects of beta-agonists on T-cell subtype function remain poorly understood.",16278302_0,0,0,1,1,2,2,-1,1234,-1,0.0031783145,0.005244572,0.99157715
1254,T-cell,9,10,64,70,These findings identify direct effects of beta2AR activation on T-cell subtypes and suggest a complex role for GPCRs and PKA activity in modulating T-cell functions.,16278302_6,0,0,1,1,2,2,-1,1254,-1,0.0066944407,0.013816137,0.97948945
1255,T-cell,23,24,148,154,These findings identify direct effects of beta2AR activation on T-cell subtypes and suggest a complex role for GPCRs and PKA activity in modulating T-cell functions.,16278302_6,0,0,1,1,2,2,-1,1255,-1,0.004678461,0.007383709,0.98793787
1298,T cell,8,10,43,49,The Src family kinase Lck is essential for T cell Ag receptor-mediated signaling.,16301647_0,0,0,1,1,2,2,-1,1298,-1,0.00068781764,0.0010102289,0.99830186
1305,T cell,15,17,98,104,Lupus-prone (NZB x NZW)F1 mice spontaneously develop elevated titers of anti-DNA Abs that contain T cell determinants in their V(H) regions.,16301683_0,0,0,1,1,2,2,-1,1305,-1,0.0006199818,0.00083246065,0.9985476
1306,T cell,13,15,85,91,We have previously shown that tolerization with an artificial peptide based on these T cell determinants (pConsensus (pCons)) can block production of anti-DNA Abs and prolong survival of the mice.,16301683_1,0,0,1,1,2,2,-1,1306,-1,0.00062551897,0.0010586745,0.9983158
1337,cytokine IL-1alpha,6,8,50,68,T-bet regulates the production of proinflammatory cytokine IL-1alpha and chemokines macrophage inflammatory protein-1alpha (MIP-1alpha) and thymus- and activation-related chemokine (TARC) by DCs.,16410834_5,-1,-1,-1,-1,-1,-1,-1,1337,-1,0.998803,0.00054018904,0.0006568068
1339,protein-1alpha,12,13,108,122,T-bet regulates the production of proinflammatory cytokine IL-1alpha and chemokines macrophage inflammatory protein-1alpha (MIP-1alpha) and thymus- and activation-related chemokine (TARC) by DCs.,16410834_5,-1,-1,-1,-1,-1,-1,-1,1339,-1,0.9987331,0.00054309773,0.00072373584
1344,T-cell,15,16,95,101,OX40/OX40 ligand (OX40L) interactions have been shown to exert potent costimulatory effects on T-cell activation.,16423055_0,0,0,1,1,2,2,-1,1344,-1,0.08642765,0.06874386,0.8448285
1346,T-cell,9,10,65,71,"OX40 expression is transiently up-regulated on T cells following T-cell receptor engagement, while OX40L is expressed on antigen-presenting cells following activation.",16423055_1,0,0,1,1,2,2,-1,1346,-1,0.0055605797,0.016709756,0.9777297
1362,T-cell,9,10,70,76,OX40/OX40L interactions between antigen-specific T cells may occur in T-cell zones in lymph node and spleen when OX40L expression has diminished on APC.,16423055_8,0,0,1,1,2,2,-1,1362,-1,0.012992588,0.04968987,0.93731755
1413,Th1 cell-mediated,8,10,51,68,Experimental allergic encephalomyelitis (EAE) is a Th1 cell-mediated autoimmune disease model of multiple sclerosis (MS).,16547967_0,-1,-1,-1,-1,-1,-1,-1,1413,-1,0.000988241,0.0010243884,0.9979873
1423,T cell,28,30,172,178,"Treatment of activated T cells with 1,25(OH)2D3 also inhibited the IL-12-induced tyrosine phosphorylation of JAK2, TYK2, STAT3, and STAT4 in association with a decrease in T cell proliferation in vitro.",16547967_6,0,0,1,1,2,2,-1,1423,-1,0.00060192187,0.0008957002,0.9985024
1425,Th1 cell-mediated,31,33,201,218,These findings highlight the fact that vitamin D modulates JAK-STAT signaling pathway in IL-12/IFNgamma axis leading to Th1 differentiation and further suggest its use in the treatment of MS and other Th1 cell-mediated autoimmune diseases.,16547967_7,-1,-1,-1,-1,-1,-1,-1,1425,-1,0.0012181816,0.0012605427,0.99752134
1445,type I,23,25,163,169,Direct interaction between auto-reactive CTL and specific peptide-MHC class I complexes on pancreatic beta cells is critical in mediating beta cell destruction in type I diabetes.,16574667_0,0,0,1,1,-1,-1,-1,1445,-1,0.99606293,0.0010223542,0.0029147016
1483,cytokine IFN-gamma,7,9,52,70,This effect is independent of both Stat1-activating cytokine IFN-gamma and Stat1-downstream effector molecule FasL because neither neutralization of IFN-gamma nor knocking out of FasL enhances or inhibits IL-12-mediated tumor regression.,16618773_3,-1,-1,-1,-1,-1,-1,-1,1483,-1,0.9988432,0.00055175374,0.00060498976
1487,T-cell,21,22,116,122,"IL-12 induces a high intensity of tumor-specific CTL activity in Stat1-deficient mice (P < 0.01), increases the CD8 T-cell density in tumor bearing Stat1-/- mice, and induces a T-cell-dependent tumor regression.",16618773_4,0,0,1,1,2,2,-1,1487,-1,0.0024551563,0.0041797645,0.99336505
1495,T-cell,25,26,171,177,"Although the transcription factors required for development of IL-23-stimulated cells are unknown, we show that T-bet is a critical negative regulator of the IL-23-primed T-cell phenotype, which we term Th1beta.",16670261_1,0,0,1,1,2,2,-1,1495,-1,0.0025650417,0.004326601,0.9931084
1498,T-cell,15,16,87,93,Th1 or Th1beta Tbx21-/- cultures secrete higher than WT levels of IL-17 in response to T-cell receptor (TCR) or IL-23 + IL-18 stimulation.,16670261_2,0,0,1,1,2,2,-1,1498,-1,0.045635026,0.022971876,0.931393
1501,Th1beta,4,5,28,35,Ectopic T-bet expression in Th1beta cells promotes IFN-gamma secretion but decreases IL-17 production.,16670261_3,-1,-1,-1,-1,-1,-1,-1,1501,-1,0.054578308,0.007620698,0.93780094
1504,Th1beta,4,5,41,48,"Although antigen-receptor stimulation of Th1beta cells stimulates IL-17 production, it also induces the IFN-gamma-independent expression of T-bet and progression to a Th1 cytokine secretion pattern.",16670261_4,-1,-1,-1,-1,-1,-1,-1,1504,-1,0.0744739,0.0080416035,0.91748446
1506,Th1 cytokine,22,24,167,179,"Although antigen-receptor stimulation of Th1beta cells stimulates IL-17 production, it also induces the IFN-gamma-independent expression of T-bet and progression to a Th1 cytokine secretion pattern.",16670261_4,-1,-1,-1,-1,-1,-1,-1,1506,-1,0.0121607045,0.0028780117,0.9849613
1509,Th1beta,5,6,34,41,"Addition of IFN-gamma to Tbx21-/- Th1beta cultures cannot recover the progression to the Th1 phenotype, suggesting T-bet, rather than IFN-gamma, mediates Th1beta to Th1 progression.",16670261_6,-1,-1,-1,-1,-1,-1,-1,1509,-1,0.08438443,0.011528738,0.90408677
