,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
466,thymocytes,21,22,150,160,"Cross-linking of alphabetaTCR triggered high levels of programmed cell death, mimicking the negative selection signal usually induced in CD4(+)CD8(+) thymocytes.",11290785_4,-1,1,2,-1,466,-1,0.0020465339,0.32251385,0.67543966
467,receptor,18,19,118,126,"In contrast, pre-TCR was very inefficient at inducing apoptosis upon cross-linking, despite similar levels of surface receptor expression.",11290785_5,0,1,2,-1,467,-1,0.004647717,0.00016274376,0.99518955
469,TCRzeta,16,17,106,113,"Importantly, inefficient apoptosis induction by the pre-TCR did not result from its weak association with TCRzeta chain, since TCRs containing alpha-pTalpha chimeric chains, binding weakly to TCRzeta, were still able to induce apoptosis.",11290785_6,-1,1,2,-1,469,-1,1.8625731e-05,0.9999541,2.7311946e-05
470,TCRs,20,21,127,131,"Importantly, inefficient apoptosis induction by the pre-TCR did not result from its weak association with TCRzeta chain, since TCRs containing alpha-pTalpha chimeric chains, binding weakly to TCRzeta, were still able to induce apoptosis.",11290785_6,-1,1,2,-1,470,-1,1.2610364e-05,0.99995995,2.7391976e-05
471,to TCRzeta,28,30,189,199,"Importantly, inefficient apoptosis induction by the pre-TCR did not result from its weak association with TCRzeta chain, since TCRs containing alpha-pTalpha chimeric chains, binding weakly to TCRzeta, were still able to induce apoptosis.",11290785_6,-1,-1,-1,-1,471,-1,1.474355e-05,0.9999709,1.4300982e-05
474,the two,16,18,126,133,"Although similar tyrosine phosphorylation and calcium influx were induced after either pre-TCR or alphabetaTCR cross-linking, the two pathways diverged at the level of Fas ligand induction.",11290785_7,-1,-1,-1,-1,474,-1,7.92453e-06,0.99998736,4.6534938e-06
481,that the,7,9,41,49,"Together, these results support the view that the structure of the pre-TCR and alphabetaTCR directly influences their apoptosis-inducing capabilities by activating distinct signaling pathways.",11290785_9,-1,-1,-1,-1,481,-1,3.9057213e-06,0.99999213,3.907003e-06
484,the interferon,3,5,18,32,"Mice deficient in the interferon consensus sequence binding protein (ICSBP) develop a disease resembling chronic myeloid leukemia (CML), which in humans is caused by the BCR/ABL oncoprotein.",11369642_0,-1,-1,-1,-1,484,-1,0.21451062,0.78199047,0.0034989286
491,therapy,11,12,74,81,Interferon-alpha (IFN-alpha) induces ICSBP expression and is an effective therapy for CML.,11369642_1,0,1,-1,-1,491,-1,4.98126e-06,0.9999902,4.813861e-06
494,that ICSBP-modified cells generated,15,19,121,156,This study examined whether enforced expression of ICSBP might antagonize BCR/ABL-induced leukemia; results demonstrated that ICSBP-modified cells generated a protective CD8(+) cytotoxic T-cell response against BCR/ABL-transformed BaF3 cells in a murine leukemia model.,11369642_2,-1,-1,-1,-1,494,-1,2.8757304e-05,0.9999423,2.8937473e-05
495,T-cell,24,25,187,193,This study examined whether enforced expression of ICSBP might antagonize BCR/ABL-induced leukemia; results demonstrated that ICSBP-modified cells generated a protective CD8(+) cytotoxic T-cell response against BCR/ABL-transformed BaF3 cells in a murine leukemia model.,11369642_2,-1,1,2,-1,495,-1,1.8147992e-05,7.140225e-06,0.9999747
498,immune response to,10,13,64,82,ICSBP expression represents a novel means of stimulating a host immune response to BCR/ABL(+) leukemia cells and a potential strategy for immunotherapy of CML.,11369642_3,-1,-1,-1,-1,498,-1,0.9607099,0.03858225,0.0007077776
500,Blood,1,2,1,6,(Blood. 2001;97:3491-3497),11369642_4,0,1,-1,-1,500,-1,0.0021520176,0.9935883,0.004259617
504,to generate,5,7,28,39,We used the Cre-loxP system to generate a T cell-specific deletion of the Pten gene (Pten(flox/-) mice).,11371355_1,-1,-1,-1,-1,504,-1,5.636386e-06,0.99999046,3.9094266e-06
509,thymic cellularity,5,7,33,51,Pten(flox/-) mice show increased thymic cellularity due in part to a defect in thymic negative selection.,11371355_3,-1,-1,-1,-1,509,-1,0.0062778634,0.72771525,0.26600686
518,tolerance to,1,3,11,23,Peripheral tolerance to SEB is also impaired in Pten(flox/-) mice.,11371355_6,-1,-1,-1,-1,518,-1,7.52212e-06,0.9999869,5.6060667e-06
522,TGFbeta,7,8,49,56,"IL-2 responses are susceptible to suppression by TGFbeta, a cytokine widely implicated in suppression of inflammatory responses and secreted by many different tumor cell types.",11418694_0,0,1,-1,-1,522,-1,4.090985e-05,0.9999491,1.0011832e-05
524,tumor cell types,23,26,159,175,"IL-2 responses are susceptible to suppression by TGFbeta, a cytokine widely implicated in suppression of inflammatory responses and secreted by many different tumor cell types.",11418694_0,-1,-1,-1,-1,524,-1,0.00039799488,0.026845243,0.9727568
528,TGFbeta,14,15,108,115,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,0,1,-1,-1,528,-1,6.9741815e-05,0.9999167,1.3548929e-05
530,TGFbeta-producing,1,2,6,23,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,0,1,-1,-1,530,-1,0.00034227342,0.9995229,0.00013479969
531,tumor cells,4,6,41,52,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,-1,-1,-1,-1,531,-1,0.00014486823,0.001169009,0.99868613
532,that tumor-derived TGFbeta,8,11,68,94,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,-1,-1,-1,-1,532,-1,0.00015754398,0.99982077,2.1667121e-05
539,tumor cells,27,29,170,181,High affinity IL-2R expression was required for the suppression of IL-2 responses as a novel CD25(-) T cell line proliferated and phosphorylated STAT3 when cultured with tumor cells or rTGFbeta1.,11418694_3,-1,-1,-1,-1,539,-1,0.000116634365,0.0013200149,0.99856335
544,T cells to,20,23,110,120,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,-1,-1,-1,544,-1,0.001613814,0.061907604,0.93647856
547,tumor cells,30,32,170,181,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,-1,-1,-1,547,-1,0.00016288992,0.0034934515,0.9963437
548,IL-15-treated T cells,0,3,0,21,"IL-15-treated T cells proliferated normally when cocultured with tumor cells or rTGFbeta1, whereas IL-2 responses were consistently inhibited.",11418694_5,-1,-1,-1,-1,548,-1,0.9334366,0.00026336007,0.06629998
549,tumor cells,8,10,65,76,"IL-15-treated T cells proliferated normally when cocultured with tumor cells or rTGFbeta1, whereas IL-2 responses were consistently inhibited.",11418694_5,-1,-1,-1,-1,549,-1,0.00021028073,0.0044845236,0.9953053
552,T cells to,8,11,54,64,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,-1,-1,-1,-1,552,-1,0.0015006042,0.060604613,0.9378947
557,tumor cells,27,29,163,174,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,-1,-1,-1,-1,557,-1,6.18411e-05,0.00021997982,0.9997181
558,T cell function,5,8,34,49,IL-2 pretreatment did not restore T cell function.,11418694_7,-1,-1,-1,-1,558,-1,2.0388154e-05,1.4246153e-05,0.9999653
568,TGFbeta1-producing tumor cells,15,18,81,111,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,-1,-1,-1,-1,568,-1,0.0028419523,0.8302377,0.1669203
580,CD8+ T cell activation,10,15,67,89,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,-1,-1,-1,580,-1,1.4010655e-05,5.8484584e-06,0.9999801
582,Th1-type cytokines that,19,22,112,135,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,-1,-1,-1,582,-1,1.8633671e-05,0.9999664,1.5015845e-05
586,tissue,33,34,213,219,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,1,2,-1,586,-1,1.6770096e-05,0.9999727,1.0483506e-05
595,tissue,9,10,71,77,"Productively-infected circulating cells are recruited into 'activated' tissue sites where HHV8 finds an optimal environment for establishing a persistent, latent infection of KS spindle cells (KSC).",11423257_3,-1,1,2,-1,595,-1,2.8202898e-05,0.9996718,0.00029999748
598,to immune responses that,14,18,94,118,"HHV8 dissemination is favoured by virus escape mechanisms and immune dysregulation, and leads to immune responses that are not effective against the virus but, paradoxically, exacerbates the reactive process.",11423257_4,-1,-1,-1,-1,598,-1,0.00042655977,0.9995284,4.5020228e-05
601,nature that,9,11,54,65,"Although early KS is a reactive process of polyclonal nature that can regress, in time it can progress in to a true sarcoma.",11423257_5,-1,-1,-1,-1,601,-1,1.27268295e-05,0.99996555,2.178038e-05
607,to the,8,10,40,46,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,-1,-1,-1,-1,607,-1,4.2414613e-06,0.9999913,4.4180497e-06
609,to the,18,20,109,115,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,-1,-1,-1,-1,609,-1,5.6463405e-06,0.9999888,5.611416e-06
615,The transcription factor GATA-3,0,4,0,31,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,-1,-1,-1,-1,615,-1,6.4904843e-06,0.9999856,7.911996e-06
622,the function,2,4,9,21,"To study the function of GATA-3 during T cell-mediated immune responses in vivo, we investigated CD2-GATA3-transgenic mice in which GATA-3 expression is driven by the CD2 locus control region.",11441076_1,-1,-1,-1,-1,622,-1,5.640809e-06,0.99998903,5.328502e-06
624,T cell-mediated immune responses,7,11,39,71,"To study the function of GATA-3 during T cell-mediated immune responses in vivo, we investigated CD2-GATA3-transgenic mice in which GATA-3 expression is driven by the CD2 locus control region.",11441076_1,-1,-1,-1,-1,624,-1,0.068698004,0.00059141027,0.93071055
633,the IL-1 receptor,13,16,85,102,"In CD2-GATA3-transgenic mice, large fractions of peripheral CD4(+) T cells expressed the IL-1 receptor family member T1/ST2, indicative of advanced Th2 commitment.",11441076_3,-1,-1,-1,-1,633,-1,0.05305612,0.9421213,0.0048225387
640,the Th2 cytokines,10,13,55,72,"Moreover, CD4(+) T cells manifested rapid secretion of the Th2 cytokines IL-4, IL-5, and IL-10, reminiscent of Th2 memory cells.",11441076_5,-1,-1,-1,-1,640,-1,0.07017788,0.9272019,0.0026201773
654,Th2 cytokine,20,22,144,156,"Under Th1 conditions, cellular proliferation of CD2-GATA3-transgenic CD4(+) cells was severely hampered, IFN-gamma production was decreased and Th2 cytokine production was increased.",11441076_7,-1,-1,-1,-1,654,-1,0.24607502,0.74925536,0.004669627
664,functional,2,3,14,24,"The increased functional capacity to secrete Th2 cytokines, along with the increased expression of surface markers for Ag-experienced Th2-committed cells, would argue for a role of GATA-3 in Th2 memory formation.",11441076_10,0,1,2,-1,664,-1,0.07282213,0.40979746,0.5173805
666,Th2 cytokines,6,8,45,58,"The increased functional capacity to secrete Th2 cytokines, along with the increased expression of surface markers for Ag-experienced Th2-committed cells, would argue for a role of GATA-3 in Th2 memory formation.",11441076_10,-1,-1,-1,-1,666,-1,0.3707053,0.6231485,0.006146171
668,Th2-committed cells,19,21,134,153,"The increased functional capacity to secrete Th2 cytokines, along with the increased expression of surface markers for Ag-experienced Th2-committed cells, would argue for a role of GATA-3 in Th2 memory formation.",11441076_10,-1,-1,-1,-1,668,-1,0.0026582757,0.34835437,0.64898735
676,functional,6,7,31,41,"In this study, we investigated functional consequences and molecular events in T cells exposed to low levels of oxidative stress.",11509600_2,0,1,2,-1,676,-1,0.00017915266,0.99974376,7.713921e-05
679,that cytokine,2,4,12,25,"We observed that cytokine production of human PBMC, upon stimulation with an HLA-A*0201-restricted influenza peptide and nonspecific receptor cross-linking, was reduced after exposure to micromolar levels of H2O2.",11509600_3,-1,-1,-1,-1,679,-1,0.5159959,0.4799927,0.0040114042
680,peptide,15,16,109,116,"We observed that cytokine production of human PBMC, upon stimulation with an HLA-A*0201-restricted influenza peptide and nonspecific receptor cross-linking, was reduced after exposure to micromolar levels of H2O2.",11509600_3,0,-1,2,-1,680,-1,0.013061611,0.9848262,0.0021121774
681,receptor,18,19,133,141,"We observed that cytokine production of human PBMC, upon stimulation with an HLA-A*0201-restricted influenza peptide and nonspecific receptor cross-linking, was reduced after exposure to micromolar levels of H2O2.",11509600_3,0,1,2,-1,681,-1,0.0021410424,0.00023996652,0.997619
683,Functional,0,1,0,10,Functional impairment as measured by IFN-gamma release occurred earlier and at lower doses of exogenously added H2O2 than required to induce apoptosis.,11509600_4,0,1,2,-1,683,-1,0.017027024,0.98060983,0.0023631195
