,text,pmid,entities,start_chars,end_chars,label
139,"Accordingly, OX86 treatment was no longer therapeutic in CD40 KO mice.",22229156_7,CD40,57,61,0
140,"Accordingly, STAT3 silenced MDDC promoted a higher IFNγ production by CD4(+) naïve T cells.",24674241_4,"STAT3,IFNγ","13,51","18,55","1,0"
141,"Accordingly, Tpl2(-/-) mice had impaired host defense against Toxoplasma gondii with reduced parasite clearance and decreased IFN-gamma production.",19001140_4,IFN-gamma,126,135,0
142,"Accordingly, Treg cell accumulation in intestinal tumours from APCmin/+ mice was exclusively due to the increase in KLRG1+ GATA3+ Treg cells.",28437001_6,"Treg cells,Treg cell,GATA3","130,13,123","140,22,128","2,2,1"
143,"Accordingly, activation of STAT5 was not detected in proliferating IL-2Rbeta-deficient OT-I T cells, thus implicating a STAT5-independent cytokine or costimulatory pathway in this process.",15322173_5,STAT5,27,32,1
144,"Accordingly, c-Rel expression in T cells and antigen-presenting cells (APCs) controls a delicate balance between tolerance and immunity.",22481964_6,c-Rel,13,18,1
145,"Accordingly, ex-vivo stimulation of naïve-Tregs with IL-7 induced robust cytokine-dependent signaling, Bcl-2 expression, and phosphatidylinositol 3-kinase (PI3K)-dependent proliferation, whilst preserving naïve phenotype and suppressive capacity.",26910841_4,"IL-7,suppressive","53,225","57,236","0,0"
146,"Accordingly, gut-draining mesenteric lymph nodes (mLNs) represent a site of efficient peripheral de novo Treg induction when compared to skin-draining peripheral LNs (pLNs), and we had recently shown that LN stromal cells substantially contribute to this process.",28833065_1,"Treg,stromal cells","105,208","109,221","2,0"
147,"Accordingly, introgression of the Bcl2l1 transgene into PKC-θ null mouse failed to rescue NKT cell development.",29142275_5,NKT,90,93,2
148,"Accordingly, linked immunohistochemistry expression patterns between nuclear IRF1 and p65 on the one hand, and MHC-I on the other hand, were observed in vivo.",23071666_4,"IRF1,p65","77,86","81,89","1,1"
149,"Accordingly, melatonin has no effect on T cells transfected with a constitutively active form of NFAT capable of migrating to the nucleus and transactivating target genes in the absence of calcineurin activity.",20181888_6,NFAT,97,101,1
150,"Accordingly, mice selectively overexpressing CREMα in T cells display decreased TH2 type cytokines in vivo and in vitro, and are protected in an asthma model.",26459392_5,TH2,80,83,2
151,"Accordingly, naive CD4(+) T cells cocultured with uric acid-treated dendritic cells differentiated toward the Th17 lineage.",22058415_3,Th17,110,114,2
152,"Accordingly, short-term in vivo IL-7Rα blockade inhibited the activation and expansion of autoantigen-specific CD4(+) T cells and, when used to treat experimental autoimmune encephalomyelitis (EAE), prevented and ameliorated disease.",26319414_2,CD4(+) T cells,111,125,2
153,"Accordingly, splenocytes from MyeNotch1KO mice reactivated in vitro presented reduced Th1 and Th17 activation, and lower expression of IL-12, IL-23, TNF-α, IL-6, and CD86.",28762472_6,"IL-23,IL-12,TNF-α,Th1,Th17","142,135,149,86,94","147,140,154,89,98","0,0,0,2,2"
154,"Accordingly, the percentages of circulating Th1, Th17, and FoxP3(+) CD4(+) T cells were also significantly increased.",21114533_4,Th17,49,53,2
155,"Accordingly, we found that T3 induces IL-17 and IFNγ-dominant antigen-specific responses in vivo.",30816679_15,"IL-17,T3","38,27","43,29","0,1"
156,"Accordingly, we have studied the events that follow mucosal administration of the B subunit of E. coli heat-labile enterotoxin (EtxB).",20944556_1,"B subunit,E. coli","82,95","91,102","1,1"
157,"Accumulated CD4+ T cells in draining lymph nodes of IL-10-deficient mice expressed lower sphingosine-1-phosphate receptor 1 (S1pr1), a protein important in lymphocyte egress.",29367208_5,CD4+ T cells,12,24,2
158,Accumulating evidence from murine and human studies supports a key role for interleukin-17 (IL-17) and IL-21 in the pathogenesis of inflammatory arthritis.,20192994_0,"interleukin-17,IL-17","76,92","90,97","0,0"
159,"Accumulating evidence suggests that CD4(+) T cells, particularly iTreg and Th17 cells, are more plastic than previously appreciated.",19464987_3,"CD4(+) T cells,Th17 cells","36,75","50,85","2,2"
160,"Accumulating evidence suggests that Th17 cells and Tregs may exhibit development plasticity and that CD4(+) Tregs can differentiate into IL-17-producing T cells; however, whether Th17 cells can reciprocally convert into Tregs has not been described.",21381020_0,"Th17 cells,CD4(+),Th17 cells","36,101,179","46,107,189","2,2,2"
161,Accumulating evidence suggests that Th17 cells play a role in the development of chronic allograft injury in transplantation of various organs.,24495112_6,Th17 cells,36,46,2
162,Accumulation of Tregs might occur through Treg recruitment mediated by CXCR3/CXCL9 interaction and expansion in the liver by upregulated TGF-beta and IL-2.,20080065_6,"IL-2,Treg,TGF-beta","150,42,137","154,46,145","0,2,0"
163,"Acetylated Lys696 and Lys700 on Stat5 are critical indicators for limited proteolysis, which leads to the generation of a truncated form of Stat5.",27799311_5,"Stat5,Stat5","140,32","145,37","1,1"
164,Acquisition of Th1-like effector features by Th17 cells has been linked to increased pathogenic potential.,24788550_1,Th17 cells,45,55,2
165,"Acquisition of effector functions in T cells is guided by transcription factors, including NF-κB, that itself is tightly controlled by inhibitory proteins.",31049948_0,"inhibitory proteins,NF-κB,transcription factors","135,91,58","154,96,79","1,1,1"
166,Acrolein inhibited NF-kappaB1 (p50) binding to the IL-2 promoter in a chromatin immunoprecipitation assay by >99%.,17491020_4,IL-2,51,55,0
167,Acrolein inhibited induction of NF-kappaB DNA binding activity after mitogenic stimulation of T cells but had no effect on induction of NFAT or AP-1.,17491020_3,"AP-1,NFAT","144,136","148,140","1,1"
168,"Act1 deficiency results in hyperactivated follicular Th17 cells with elevated IL-21 expression, which promotes T-B cell interaction for B cell expansion and antibody production.",30013031_4,Th17 cells,53,63,2
169,"Act1-NICD1 are recruited to the promoters of several NOTCH1 target genes (including STEAP4, a metalloreductase important for inflammation and cell proliferation) that are specifically induced in the spinal cord by Th17 cells.",28561022_4,"Th17 cells,cell proliferation,NOTCH1","214,142,53","224,160,59","2,1,1"
170,"Activated CD4+ T cells present in the day 12 LNC cultures maintained expression of the transcription factor T-bet, which has been shown to regulate the expression of the IL-23 receptor.",21702922_11,CD4+ T cells,10,22,2
171,Activated CD4+ T cells which survive exposure to helenalin undergo inhibition of proliferation by induction of G2/M cell cycle arrest.,19656571_4,CD4+ T cells,10,22,2
172,"Activated CD8+ lymphocytes induced down-regulation of CD14 expression in interleukin (IL)-10-treated macrophages and resulted in the expression of DC-related CD1a and up-regulation of mRNA transcripts for RelB, IL-12p40, MCP-2, MIP-1alpha, and ELC.",12208762_2,"CD8+ lymphocytes,RelB,IL-12p40,MIP-1alpha,ELC","10,205,211,228,244","26,209,219,238,247","2,1,0,0,0"
173,"Activated DCs expressed high levels of co-stimulatory molecules; released inflammatory cytokines IL-1β, IL-6, TNF-α, and IL-23 and chemokines CCL22 and CCL17; and subsequently primed CD4(+) T cells leading to IL-4, IL-13, and IL-17 expression.",23275338_6,"IL-17,IL-13,IL-4,CD4(+) T cells,CCL17,TNF-α,chemokines,IL-23,IL-1β,CCL22","226,215,209,183,152,110,131,121,97,142","231,220,213,197,157,115,141,126,102,147","0,0,0,2,0,0,0,0,0,0"
174,"Activated STAT3 promotes survival and proliferation of cancer cells, suppresses Th1 immune response, and induces dysfunction of immune cells.",24407159_1,"STAT3,Th1","10,80","15,83","1,2"
175,Activated T cells and their cytokine production were accordingly decreased by Keap1 knockdown.,28507037_4,cytokine,28,36,0
176,Activated T cells expressing the CD45RO molecule and producing IL-17A were the main target of GalXM-induced apoptosis.,23308194_6,IL-17A,63,69,0
177,"Activated T cells transiently express RORγt, IL-17A, and IL-17F.",23590971_3,"IL-17A,IL-17F","45,57","51,63","0,0"
178,"Activated Treg produce different molecules to mediate suppression, which are tailored to the immune response they are activated by and control.",21840184_5,Treg,10,14,2
179,"Activated iNKT cells also expressed interferon-γ, upregulated perforin expression, and displayed degranulation.",31316500_9,"iNKT cells,interferon-γ","10,36","20,48","2,0"
180,"Activated/memory T cells and cytokine (IFN-γ, IL-17)-producing T cells were increased in Smad4 tKO NOD mice, however the proportion and function of regulatory T (Treg) cells were not different between Smad4 tKO and WT NOD mice.",27880731_2,"cytokine,IFN-γ,Smad4,regulatory T,Smad4","29,39,89,148,201","37,44,94,160,206","0,0,1,2,1"
181,"Activating the cholinergic anti-inflammatory pathway with nicotine can inhibit Th17 cell responses and may improve the Th1/Th2 imbalance in CIA, providing a new justification for its application in the treatment of rheumatoid arthritis.",24755145_13,"Th17,cholinergic","79,15","83,26","2,0"
182,Activating transcription factor-3 (ATF3) in the ER stress pathway induces cytokine production and promotes survival during gram-positive bacterial infection.,30214444_0,"Activating transcription factor-3,ATF3","0,35","33,39","1,1"
183,Activation occurred through increases in the expression of programmed death ligand 2 (PDL2) in hPMSCs via the JAK/STAT signaling pathway.,30651340_6,ligand 2,76,84,0
184,Activation of CD4(+)CD25(+)Foxp3(+) naturally occurring regulatory T cells (nTregs) resulting in suppression of lung allergic responses requires interaction of MHC class I on nTregs and CD8.,18490710_0,"regulatory T cells,MHC","56,160","74,163","2,1"
185,"Activation of CD4-positive T cells by anti-CD3 monoclonal antibodies significantly increased IFNgamma protein secretion from 0 to 504+/-168 pg/mL, as determined by ELISA.",11934839_5,CD4-positive T cells,14,34,2
186,"Activation of CD40 leads to production of proinflammatory cytokines and, as shown here, induces SBS.",21074606_2,CD40,14,18,0
187,"Activation of DC by reovirus was not dependent on viral replication, while cytokine production (but not phenotypic maturation) was inhibited by blockade of PKR and NF-kappaB signaling.",18424722_4,cytokine,75,83,0
188,Activation of NKT cells with alpha-galactosylceramide (alpha-GalCer) causes liver injury through mechanisms that are not well understood.,20624945_2,NKT cells,14,23,2
189,"Activation of RAW 264.7 cells triggered by PRA-1p was associated with activation of inducible nitric oxide synthase, nuclear factor κB, extracellular signal-regulated kinase, and protein kinase B. This work suggests that novel PRA-1p derived from the mushroom sclerotia of P. rhinocerus has potential application as an immunostimulatory agent.",31343168_5,protein kinase,179,193,1
190,Activation of STAT1 that is harmful in liver injury was augmented in SOCS3Tg hepatocytes.,17339476_8,STAT1,14,19,1
191,Activation of STAT3 by IL-6 and IL-21 and STAT1 by IFN-alpha was assessed by intracellular staining with anti-phospho (p)STAT3 and -pSTAT1 antibodies.,19577286_4,"STAT1,IFN-alpha,STAT3","42,51,14","47,60,19","1,0,1"
192,"Activation of T cells leads to the induction of many cytokine genes that are required for appropriate immune responses, including IL-2, a key cytokine for T cell proliferation and homeostasis.",19181930_0,"IL-2,cytokine","130,142","134,150","0,0"
193,"Activation of naive CD8 T cells in vitro in the presence of IL-4 induces type 2 cytokine expression, loss of CD8 expression, and reduced cytolytic potential.",20562261_0,"IL-4,cytokine","60,80","64,88","0,0"
194,"Activation of particular transcription factors and specific cell markers provided insight into the time course of the transition from innate towards adaptive immune responses, which resulted in a broad spectrum of systemic antibody subclasses and splenic Th1/Th17 memory cells against B. pertussis.",25137043_6,transcription factors,25,46,1
195,"Activation of purified naive CD4(+) T cells from NOX2-deficient mice led to augmented IFN-γ and diminished IL-4 production and an increased ratio of expression of the T(H)1-specific transcription factor T-bet versus the T(H)2-specfic transcription factor GATA-3, consistent with a T(H)1 skewing of naïve T cells.",22930452_4,"CD4(+) T cells,IFN-γ,IL-4,GATA-3,T(H)1","29,86,107,255,281","43,91,111,261,286","2,0,0,1,2"
196,"Activation of the NF-κB pathway is tightly controlled by several negative feedback mechanisms, including A20, an ubiquitin-modifying enzyme encoded by the tnfaip3 gene.",25024217_1,A20,105,108,0
