,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
1167,IL-16,3.0,4.0,15.0,20.0,"The effects of IL-16 on the target cells are dependent on the cell type, the presence of co-activators etc.",12528894_2,0,-1,-1,0,0
1172,IL-16,8.0,9.0,55.0,60.0,"To understand the regulation function and mechanism of IL-16 on target cells, we used a 130 a.a. recombinant IL-16 to study its effects on the growth of Jurkat T leukemia cells in vitro.",12528894_3,0,-1,-1,0,0
1174,recombinant,19.0,20.0,97.0,108.0,"To understand the regulation function and mechanism of IL-16 on target cells, we used a 130 a.a. recombinant IL-16 to study its effects on the growth of Jurkat T leukemia cells in vitro.",12528894_3,0,-1,-1,0,0
1175,IL-16,20.0,21.0,109.0,114.0,"To understand the regulation function and mechanism of IL-16 on target cells, we used a 130 a.a. recombinant IL-16 to study its effects on the growth of Jurkat T leukemia cells in vitro.",12528894_3,0,-1,-1,0,0
1184,FasL,6.0,7.0,40.0,44.0,"The treatment blocked the expression of FasL, but up-regulated the c-myc and Bid expression in the cells.",12528894_6,0,-1,-1,0,0
1228,IL-13,24.0,25.0,160.0,165.0,"Using a combination of pharmacologic delivery and transgenic overexpression, TFF2 was demonstrated to be strongly induced in the lung by interleukin (IL)-4 and IL-13.",12702542_3,0,-1,-1,0,0
1231,IL-4,11.0,12.0,66.0,70.0,"Notably, TFF2 induction by both OVA and pharmacologic delivery of IL-4 and IL-13 was dependent upon signal transducer and activator of transcription (STAT)6.",12702542_4,0,-1,-1,0,0
1232,IL-13,13.0,14.0,75.0,80.0,"Notably, TFF2 induction by both OVA and pharmacologic delivery of IL-4 and IL-13 was dependent upon signal transducer and activator of transcription (STAT)6.",12702542_4,0,-1,-1,0,0
1238,IL-4,11.0,12.0,64.0,68.0,"However, the upregulation of TFF2 by both chronic expression of IL-4 and Aspergillus fumigatus antigen was independent of STAT6.",12702542_5,0,-1,-1,0,0
1263,IL-2,9.0,10.0,45.0,49.0,"In this study, FR252921 was found to inhibit IL-2 and IL-12 production as well as proliferaion of splenocyte.",12715862_2,0,-1,-1,0,0
1264,IL-12,11.0,12.0,54.0,59.0,"In this study, FR252921 was found to inhibit IL-2 and IL-12 production as well as proliferaion of splenocyte.",12715862_2,0,-1,-1,0,0
1278,T cell activation,22.0,25.0,148.0,165.0,"Further, FR252921 strongly suppressed splenic dendritic cell proliferation stimulated with LPS and anti-CD40 mAb, while it did not inhibit purified T cell activation, including CD154 expression and IL-2 production.",12715862_5,0,-1,-1,0,0
1279,CD154,27.0,28.0,177.0,182.0,"Further, FR252921 strongly suppressed splenic dendritic cell proliferation stimulated with LPS and anti-CD40 mAb, while it did not inhibit purified T cell activation, including CD154 expression and IL-2 production.",12715862_5,0,-1,-1,0,0
1280,IL-2,30.0,31.0,198.0,202.0,"Further, FR252921 strongly suppressed splenic dendritic cell proliferation stimulated with LPS and anti-CD40 mAb, while it did not inhibit purified T cell activation, including CD154 expression and IL-2 production.",12715862_5,0,-1,-1,0,0
1321,IFN-gamma,33.0,34.0,218.0,227.0,"This was despite a shift from a Th2 to a Th1 pattern of immunoglobulin production by plasma cells in the inflammatory infiltrate and diminished mucous cell hyperplasia/metaplasia, together with increased production of IFN-gamma by peribronchial lymph node cells, consistent with absence of signalling via the STAT6 pathway.",12752600_8,0,-1,-1,0,0
1335,IL-4,24.0,25.0,158.0,162.0,"These results, which provide evidence of STAT6-independent AHR in an inhalational challenge model of chronic asthma, emphasize the critical effector roles of IL-4 and IL-13, as well as the need to use appropriate models to understand cytokine signalling pathways that may be potential therapeutic targets in asthma.",12752600_10,0,-1,-1,0,0
1336,IL-13,26.0,27.0,167.0,172.0,"These results, which provide evidence of STAT6-independent AHR in an inhalational challenge model of chronic asthma, emphasize the critical effector roles of IL-4 and IL-13, as well as the need to use appropriate models to understand cytokine signalling pathways that may be potential therapeutic targets in asthma.",12752600_10,0,-1,-1,0,0
1352,IL-5,4.0,5.0,26.0,30.0,"Upon antigen stimulation, IL-5 and IL-13 production of mesenteric lymph node cells from H. polygyrus-infected mice, was significantly enhanced in GATA-3-transgenic mice compared with nontransgenic control mice.",12771543_2,0,-1,-1,0,0
1353,IL-13,6.0,7.0,35.0,40.0,"Upon antigen stimulation, IL-5 and IL-13 production of mesenteric lymph node cells from H. polygyrus-infected mice, was significantly enhanced in GATA-3-transgenic mice compared with nontransgenic control mice.",12771543_2,0,-1,-1,0,0
1358,IL-4,2.0,3.0,9.0,13.0,"However, IL-4 production was the same in GATA-3-transgenic and control mice.",12771543_3,0,-1,-1,0,0
1366,IL-5,6.0,7.0,43.0,47.0,"These results suggest that GATA-3 promotes IL-5 and IL-13 production, and that the function of these cytokines results in eosinophilia and hyper-IgE, respectively.",12771543_5,0,-1,-1,0,0
1367,IL-13,8.0,9.0,52.0,57.0,"These results suggest that GATA-3 promotes IL-5 and IL-13 production, and that the function of these cytokines results in eosinophilia and hyper-IgE, respectively.",12771543_5,0,-1,-1,0,0
1376,IL-4,11.0,12.0,66.0,70.0,"In order to analyse the functional contribution of Th2 cytokines, IL-4 and IL-5, in PPD induced CHS, STAT6 deficient (STAT6-/-) and wild-type control (WT) mice (C57BL/6) were immunized by the topical application of a PPD solution, and then the subsequent skin reactions were examined.",12780683_1,0,-1,-1,0,0
1377,IL-5,13.0,14.0,75.0,79.0,"In order to analyse the functional contribution of Th2 cytokines, IL-4 and IL-5, in PPD induced CHS, STAT6 deficient (STAT6-/-) and wild-type control (WT) mice (C57BL/6) were immunized by the topical application of a PPD solution, and then the subsequent skin reactions were examined.",12780683_1,0,-1,-1,0,0
1395,IL-4,6.0,7.0,33.0,37.0,"The expression of Th2 cytokines (IL-4, IL-5) by ELISA in the PPD-challenged skin tissue specimens as well as the IgE and IgG1 response after challenge were also profoundly reduced in the STAT6-/- mice.",12780683_4,0,-1,-1,0,0
1396,IL-5,8.0,9.0,39.0,43.0,"The expression of Th2 cytokines (IL-4, IL-5) by ELISA in the PPD-challenged skin tissue specimens as well as the IgE and IgG1 response after challenge were also profoundly reduced in the STAT6-/- mice.",12780683_4,0,-1,-1,0,0
1422,cytokine,39.0,40.0,224.0,232.0,"In horses prone to developing recurrent airway obstruction (RAO), we tested the hypotheses that the cytokine profile in the bronchoalveolar lavage (BAL) cells of affected horses would reflect a polarized Th-2 response; that cytokine and chemokine alterations would occur within 24 h of allergen exposure; and that allergen exposure would induce alterations in the expression of the transcription factor t-bet (t-box-expressed in T-cells).",14522137_0,0,-1,-1,0,0
1428,interleukin-4,4.0,5.0,25.0,38.0,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,0,-1,-1,0,0
1430,IL-13,9.0,10.0,47.0,52.0,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,0,-1,-1,0,0
1432,IL-8,18.0,19.0,91.0,95.0,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,0,-1,-1,0,0
1433,granulocyte-macrophage,20.0,21.0,100.0,122.0,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,0,-1,-1,0,0
1434,GM-CSF,25.0,26.0,150.0,156.0,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,0,-1,-1,0,0
1443,IL-13,5.0,6.0,23.0,28.0,"In the RAO-group, only IL-13 expression was decreased 2-fold during the asymptomatic phase.",14522137_3,0,-1,-1,0,0
1445,cytokine,3.0,4.0,18.0,26.0,No differences in cytokine or chemokine expression were detected during the acute exposure phase.,14522137_4,0,-1,-1,0,0
1449,IFN-gamma,5.0,6.0,26.0,35.0,"During the chronic phase, IFN-gamma and IL-8 expression levels were 2.5- and 3-fold greater, respectively, in the RAO-group.",14522137_5,0,-1,-1,0,0
1450,IL-8,7.0,8.0,40.0,44.0,"During the chronic phase, IFN-gamma and IL-8 expression levels were 2.5- and 3-fold greater, respectively, in the RAO-group.",14522137_5,0,-1,-1,0,0
1456,IFN-gamma,21.0,22.0,120.0,129.0,We conclude that the cytokine profile of the airway cells does not reflect a polarized Th-2 response; that increases in IFN-gamma result from a t-bet independent pathway and that chemokines from epithelial or interstitial cells may contribute to early neutrophil influx.,14522137_7,0,-1,-1,0,0
1457,chemokines,30.0,31.0,179.0,189.0,We conclude that the cytokine profile of the airway cells does not reflect a polarized Th-2 response; that increases in IFN-gamma result from a t-bet independent pathway and that chemokines from epithelial or interstitial cells may contribute to early neutrophil influx.,14522137_7,0,-1,-1,0,0
1462,IL-15,6.0,7.0,34.0,39.0,"Although it is most homologous to IL-15, it has a unique receptor chain, IL-21R, that pairs with the gamma-common cytokine receptor chain.",14610289_1,0,-1,-1,0,0
1467,cytokine,15.0,16.0,85.0,93.0,"The first experiments examining the biology of the IL-21 pathway reveal that it is a cytokine with effects on natural killer (NK) cells, T cells, and B cells.",14610289_2,0,-1,-1,0,0
1490,IL-1,8.0,9.0,60.0,64.0,"Infection caused transient increases in pulmonary TNFalpha, IL-1, and IFNalpha/beta levels, but neither the kinetics nor magnitude of this response was affected by AhR activation.",14746808_3,0,-1,-1,0,0
1493,IL-18,1.0,2.0,3.0,8.0,No IL-18 was detected at any time point examined.,14746808_4,0,-1,-1,0,0
1509,IL-12,0.0,1.0,0.0,5.0,"IL-12 is indispensable for the control of many intracellular pathogens, but the components of the signaling pathway that are essential for its function in vivo are incompletely understood.",14768057_0,0,-1,-1,0,0
1521,IL-12,13.0,14.0,71.0,76.0,"NK cell cytotoxicity was absent in infected Tyk2(-/-) mice, even after IL-12 pretreatment, which correlated with a STAT4 activation defect.",14768057_3,0,-1,-1,0,0
1524,IFN-alpha,0.0,1.0,0.0,9.0,"IFN-alpha / beta, which was still able to activate STAT1 in Tyk2(-/-) NK cells, reconstituted their cytotoxic activity, but not their IL-12 responsiveness.",14768057_4,0,-1,-1,0,0
1528,IL-12,25.0,26.0,134.0,139.0,"IFN-alpha / beta, which was still able to activate STAT1 in Tyk2(-/-) NK cells, reconstituted their cytotoxic activity, but not their IL-12 responsiveness.",14768057_4,0,-1,-1,0,0
1543,IL-12,7.0,8.0,31.0,36.0,"Thus, Tyk2 is required for the IL-12 response of NK cells and CD8(+) T cells in L. major-infected mice, but not for the generation of Th1 cells and the ultimate control of the disease.",14768057_7,0,-1,-1,0,0
1553,IL-27,0.0,1.0,0.0,5.0,"IL-27 is a novel IL-12 family member that plays a role in the early regulation of T helper cell 1 initiation, including induction of T-bet and IL-12 receptor beta 2 expression.",14871851_1,0,-1,-1,0,0
1554,IL-12,4.0,5.0,17.0,22.0,"IL-27 is a novel IL-12 family member that plays a role in the early regulation of T helper cell 1 initiation, including induction of T-bet and IL-12 receptor beta 2 expression.",14871851_1,0,-1,-1,0,0
1561,IL-27,12.0,13.0,66.0,71.0,"In the present study, we have evaluated the antitumor activity of IL-27 against a murine tumor model of colon carcinoma C26.",14871851_2,0,-1,-1,0,0
1575,IFN-gamma,7.0,8.0,52.0,61.0,Inoculation of mice with C26-IL-27 induced enhanced IFN-gamma production and cytotoxic T-lymphocyte activity against C26 tumor in spleen cells.,14871851_4,0,-1,-1,0,0
1584,IL-27,4.0,5.0,26.0,31.0,"The antitumor activity of IL-27 was almost diminished in nude mice, and depletion of CD8(+) T cells and neutralization of IFN-gamma in immunocompetent mice reduced greatly the antitumor activity.",14871851_6,0,-1,-1,0,0
1588,IFN-gamma,22.0,23.0,122.0,131.0,"The antitumor activity of IL-27 was almost diminished in nude mice, and depletion of CD8(+) T cells and neutralization of IFN-gamma in immunocompetent mice reduced greatly the antitumor activity.",14871851_6,0,-1,-1,0,0
1596,IL-27,4.0,5.0,27.0,32.0,"These results suggest that IL-27 has potent abilities to induce tumor-specific antitumor activity and protective immunity and that the antitumor activity is mediated mainly through CD8(+) T cells, IFN-gamma, and T-bet but not through STAT4.",14871851_8,0,-1,-1,0,0
1602,IFN-gamma,30.0,31.0,197.0,206.0,"These results suggest that IL-27 has potent abilities to induce tumor-specific antitumor activity and protective immunity and that the antitumor activity is mediated mainly through CD8(+) T cells, IFN-gamma, and T-bet but not through STAT4.",14871851_8,0,-1,-1,0,0
1605,IL-4,0.0,1.0,0.0,4.0,"IL-4 secreting and nonsecreting cells from Th2 cultures have a similar probability of producing IL-4 upon subsequent stimulation, implying that there is stochastic element in IL-4 production by stimulated Th2 cells.",14975241_0,0,-1,-1,0,0
1608,IL-4,14.0,15.0,96.0,100.0,"IL-4 secreting and nonsecreting cells from Th2 cultures have a similar probability of producing IL-4 upon subsequent stimulation, implying that there is stochastic element in IL-4 production by stimulated Th2 cells.",14975241_0,0,-1,-1,0,0
1610,IL-4,26.0,27.0,175.0,179.0,"IL-4 secreting and nonsecreting cells from Th2 cultures have a similar probability of producing IL-4 upon subsequent stimulation, implying that there is stochastic element in IL-4 production by stimulated Th2 cells.",14975241_0,0,-1,-1,0,0
1612,IL-4,1.0,2.0,9.0,13.0,Purified IL-4 producers and nonproducers have similar Gata3 and c-maf mRNA expression.,14975241_1,0,-1,-1,0,0
1616,Il4,0.0,1.0,0.0,3.0,"Il4 gene accessibility, analyzed by restriction enzyme accessibility (REA) at sites in the promoter, in the second intron (DNase I hypersensitivity sites HSII and HSIII) and in CNS-1 in the two populations was also similar.",14975241_2,0,-1,-1,0,0
