,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
475,migraine with aura,43,46,227,245,"In order to clarify whether the same is true for migraine with aura, in the present study we examined the headache response to intravenous infusion of glyceryl trinitrate (GTN) (0.5 microg/kg/min for 20 min) in 12 sufferers of migraine with aura.",10524660_3,-1,1,1
476,migraine without aura,13,16,70,91,The specific aim was to elucidate whether an aura and/or an attack of migraine without aura could be induced.,10524660_4,-1,1,1
486,migraine without aura,16,19,95,116,At this time the induced headache in 6 of 12 migraineurs fulfilled the diagnostic criteria for migraine without aura of the International Headache Society.,10524660_9,-1,1,1
489,migraine with aura,13,16,76,94,The results therefore suggest that NO is involved in the pain mechanisms of migraine with aura.,10524660_10,-1,1,1
492,migraine with aura,29,32,188,206,"Since cortical spreading depression has been shown to liberate NO in animals, this finding may help our understanding of the coupling between cortical spreading depression and headache in migraine with aura.",10524660_11,-1,1,1
493,Gemcitabine,0,1,0,11,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0
494,vinorelbine,2,3,17,28,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0
496,lung carcinoma,6,8,46,60,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,-1,1,1
497,cisplatin,20,21,123,132,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0
500,lung carcinoma,8,10,53,67,"BACKGROUND: Although the prevalence of nonsmall cell lung carcinoma (NSCLC) is high among elderly patients, few data are available regarding the efficacy and toxicity of chemotherapy in this group of patients.",10526274_2,-1,1,1
503,vinorelbine,8,9,55,66,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,0,-1,0
505,gemcitabine,13,14,76,87,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,0,-1,0
510,cisplatin,28,29,170,179,In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed.,10526274_4,0,-1,0
512,cisplatin,33,34,171,180,"METHODS: Forty-nine patients with advanced NSCLC were included, 38 of whom were age >/= 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin.",10526274_5,0,-1,0
521,Grade 3,10,12,49,56,"Six patients (12%) had World Health Organization Grade 3-4 neutropenia, 2 patients (4%) had Grade 3-4 thrombocytopenia, and 2 patients (4%) had Grade 3 neurotoxicity.",10526274_15,-1,1,1
522,Grade 3,23,25,92,99,"Six patients (12%) had World Health Organization Grade 3-4 neutropenia, 2 patients (4%) had Grade 3-4 thrombocytopenia, and 2 patients (4%) had Grade 3 neurotoxicity.",10526274_15,-1,1,1
524,Grade 3,7,9,44,51,The median age of those patients developing Grade 3-4 neutropenia was significantly higher than that of the remaining patients (75 years vs. 72 years; P = 0.047).,10526274_17,-1,1,1
528,granulocyte-colony stimulating factor,5,8,34,71,Therefore the prophylactic use of granulocyte-colony stimulating factor should be considered with this treatment.,10526274_20,0,-1,0
545,heart failure,8,10,56,69,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,1,1
546,angiotensin-converting enzyme inhibitor,11,14,77,116,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,0,-1,0
547,left ventricular dysfunction,21,24,154,182,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,1,1
548,angiotensin-converting enzyme inhibitor,27,30,211,250,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,0,-1,0
550,congestive heart failure,37,40,300,324,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,1,1
556,angiotensin-converting enzyme inhibitor,19,22,123,162,OBJECTIVE: To quantify specific clinical predictors of reduction in renal function in patients with CHF who are prescribed angiotensin-converting enzyme inhibitor therapy.,10539815_2,0,-1,0
557,Left Ventricular Dysfunction,9,12,45,73,"METHOD: We analyzed data from the Studies of Left Ventricular Dysfunction (SOLVD), a randomized, double-blind, placebo-controlled trial of enalapril for the treatment of CHF.",10539815_3,-1,1,1
563,creatinine,10,11,56,66,Decreased renal function was defined as a rise in serum creatinine >/=0.5 mg/dL (44 micromol/L) from baseline.,10539815_5,0,-1,0
567,creatinine,21,22,146,156,"We used time-to-event analysis to identify potential predictors of decrease in renal function including age, baseline ejection fraction, baseline creatinine, low systolic blood pressure (<100 mm Hg), history of hypertension, diabetes, and use of antiplatelet, diuretic, and beta-blocker therapy.",10539815_6,0,-1,0
568,blood pressure,25,27,171,185,"We used time-to-event analysis to identify potential predictors of decrease in renal function including age, baseline ejection fraction, baseline creatinine, low systolic blood pressure (<100 mm Hg), history of hypertension, diabetes, and use of antiplatelet, diuretic, and beta-blocker therapy.",10539815_6,-1,1,1
570,antiplatelet,43,44,246,258,"We used time-to-event analysis to identify potential predictors of decrease in renal function including age, baseline ejection fraction, baseline creatinine, low systolic blood pressure (<100 mm Hg), history of hypertension, diabetes, and use of antiplatelet, diuretic, and beta-blocker therapy.",10539815_6,0,-1,0
587,RR,31,32,173,175,"Older age was associated with a greater risk of developing decreased renal function in both groups, but significantly more so in the enalapril group (enalapril: risk ratio [RR] 1.42 per 10 years, 95% confidence interval [CI] 1.32-1.52 with enalapril; placebo: RR 1.18, 95% CI 1.12-1.25).",10539815_9,0,-1,0
589,RR,53,54,260,262,"Older age was associated with a greater risk of developing decreased renal function in both groups, but significantly more so in the enalapril group (enalapril: risk ratio [RR] 1.42 per 10 years, 95% confidence interval [CI] 1.32-1.52 with enalapril; placebo: RR 1.18, 95% CI 1.12-1.25).",10539815_9,0,-1,0
594,RR,18,19,113,115,"Diuretic therapy was likewise associated with a greater risk of decreased renal function in the enalapril group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66).",10539815_10,0,-1,0
596,RR,34,35,167,169,"Diuretic therapy was likewise associated with a greater risk of decreased renal function in the enalapril group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66).",10539815_10,0,-1,0
598,RR,9,10,60,62,"Conversely, enalapril had a relative renoprotective effect (RR 1.33, 95% CI 1.13-1.53) compared with placebo (RR 1.96, 95% CI 1.57-2.44) in patients with diabetes.",10539815_11,0,-1,0
599,RR,23,24,110,112,"Conversely, enalapril had a relative renoprotective effect (RR 1.33, 95% CI 1.13-1.53) compared with placebo (RR 1.96, 95% CI 1.57-2.44) in patients with diabetes.",10539815_11,0,-1,0
602,RR,15,16,84,86,"A lower risk of renal impairment was seen in both groups with beta-blocker therapy (RR 0.70, 95% CI 0.57-0.85) and higher baseline ejection fraction (RR 0.93 per 5% increment, 95% CI 0.91-0. 96).",10539815_12,0,-1,0
604,RR,31,32,150,152,"A lower risk of renal impairment was seen in both groups with beta-blocker therapy (RR 0.70, 95% CI 0.57-0.85) and higher baseline ejection fraction (RR 0.93 per 5% increment, 95% CI 0.91-0. 96).",10539815_12,0,-1,0
618,olanzapine,4,5,35,45,Hypomania-like syndrome induced by olanzapine.,10565806_0,0,-1,0
621,hypomania,20,21,115,124,We report a female patient with a diagnosis of a not otherwise specified psychotic disorder (DSM-IV) who developed hypomania shortly after the introduction of olanzapine treatment.,10565806_1,-1,1,1
622,olanzapine,26,27,159,169,We report a female patient with a diagnosis of a not otherwise specified psychotic disorder (DSM-IV) who developed hypomania shortly after the introduction of olanzapine treatment.,10565806_1,0,-1,0
624,( 3,8,10,22,25,"NRA0160, 5 - [2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl] - 4 -(4-fluorophenyl) thiazole-2-carboxamide, has a high affinity for human cloned dopamine D4.2, D4.4 and D4.7 receptors, with Ki values of 0.5, 0.9 and 2.7 nM, respectively.",10579464_1,0,-1,0
631,dopamine D3 receptor,8,11,53,73,"NRA0160 has negligible affinity for the human cloned dopamine D3 receptor (Ki=39 nM), rat serotonin (5-HT)2A receptors (Ki=180 nM) and rat alpha1 adrenoceptor (Ki=237 nM).",10579464_3,0,-1,0
641,PPI,11,12,84,87,NRA0160 and clozapine significantly reversed the disruption of prepulse inhibition (PPI) in rats produced by apomorphine.,10579464_7,0,-1,0
646,side effects,15,17,108,120,These findings suggest that NRA0160 may have unique antipsychotic activities without the liability of motor side effects typical of classical antipsychotics.,10579464_9,-1,1,1
651,Gla protein,37,39,272,283,"Warfarin-induced artery calcification is accelerated by growth and vitamin D.The present studies demonstrate that growth and vitamin D treatment enhance the extent of artery calcification in rats given sufficient doses of Warfarin to inhibit gamma-carboxylation of matrix Gla protein, a calcification inhibitor known to be expressed by smooth muscle cells and macrophages in the artery wall.",10669626_0,0,-1,0
705,Gla protein,38,40,232,243,"Because Warfarin treatment had no effect on the elevation in serum calcium produced by vitamin D, the synergy between Warfarin and vitamin D is probably best explained by the hypothesis that Warfarin inhibits the activity of matrix Gla protein as a calcification inhibitor.",10669626_13,0,-1,0
706,Gla protein,4,6,22,33,"High levels of matrix Gla protein are found at sites of artery calcification in rats treated with vitamin D plus Warfarin, and chemical analysis showed that the protein that accumulated was indeed not gamma-carboxylated.",10669626_14,0,-1,0
