,text,pmid,entities,start_chars,end_chars,label
144,"Accordingly, naive CD4(+) T cells cocultured with uric acid-treated dendritic cells differentiated toward the Th17 lineage.",22058415_3,Th17,110,114,2
145,"Accordingly, splenocytes from MyeNotch1KO mice reactivated in vitro presented reduced Th1 and Th17 activation, and lower expression of IL-12, IL-23, TNF-α, IL-6, and CD86.",28762472_6,"TNF-α,IL-12,IL-23,Th1,Th17","149,135,142,86,94","154,140,147,89,98","0,0,0,2,2"
146,"Accordingly, the percentages of circulating Th1, Th17, and FoxP3(+) CD4(+) T cells were also significantly increased.",21114533_4,Th17,49,53,2
147,"Accordingly, we found that T3 induces IL-17 and IFNγ-dominant antigen-specific responses in vivo.",30816679_15,"IL-17,T3","38,27","43,29","0,1"
148,"Accordingly, we have studied the events that follow mucosal administration of the B subunit of E. coli heat-labile enterotoxin (EtxB).",20944556_1,B subunit,82,91,1
149,Accumulating evidence from murine and human studies supports a key role for interleukin-17 (IL-17) and IL-21 in the pathogenesis of inflammatory arthritis.,20192994_0,"interleukin-17,IL-17","76,92","90,97","0,0"
150,"Accumulating evidence suggests that CD4(+) T cells, particularly iTreg and Th17 cells, are more plastic than previously appreciated.",19464987_3,Th17 cells,75,85,2
151,"Accumulating evidence suggests that Th17 cells and Tregs may exhibit development plasticity and that CD4(+) Tregs can differentiate into IL-17-producing T cells; however, whether Th17 cells can reciprocally convert into Tregs has not been described.",21381020_0,"Th17 cells,Th17 cells","36,179","46,189","2,2"
152,Accumulating evidence suggests that Th17 cells play a role in the development of chronic allograft injury in transplantation of various organs.,24495112_6,Th17 cells,36,46,2
153,Accumulation of Tregs might occur through Treg recruitment mediated by CXCR3/CXCL9 interaction and expansion in the liver by upregulated TGF-beta and IL-2.,20080065_6,"Treg,TGF-beta,IL-2","42,137,150","46,145,154","2,0,0"
154,"Acetylated Lys696 and Lys700 on Stat5 are critical indicators for limited proteolysis, which leads to the generation of a truncated form of Stat5.",27799311_5,"Stat5,Stat5","32,140","37,145","1,1"
155,Acquisition of Th1-like effector features by Th17 cells has been linked to increased pathogenic potential.,24788550_1,Th17 cells,45,55,2
156,"Acquisition of effector functions in T cells is guided by transcription factors, including NF-κB, that itself is tightly controlled by inhibitory proteins.",31049948_0,transcription factors,58,79,1
157,Acrolein inhibited NF-kappaB1 (p50) binding to the IL-2 promoter in a chromatin immunoprecipitation assay by >99%.,17491020_4,IL-2,51,55,0
158,Acrolein inhibited induction of NF-kappaB DNA binding activity after mitogenic stimulation of T cells but had no effect on induction of NFAT or AP-1.,17491020_3,"AP-1,T cells,NFAT","144,94,136","148,101,140","1,2,1"
159,"Act1 deficiency results in hyperactivated follicular Th17 cells with elevated IL-21 expression, which promotes T-B cell interaction for B cell expansion and antibody production.",30013031_4,Th17 cells,53,63,2
160,"Act1-NICD1 are recruited to the promoters of several NOTCH1 target genes (including STEAP4, a metalloreductase important for inflammation and cell proliferation) that are specifically induced in the spinal cord by Th17 cells.",28561022_4,"NOTCH1,cell proliferation,Th17 cells","53,142,214","59,160,224","1,1,2"
161,"Activated CD8+ lymphocytes induced down-regulation of CD14 expression in interleukin (IL)-10-treated macrophages and resulted in the expression of DC-related CD1a and up-regulation of mRNA transcripts for RelB, IL-12p40, MCP-2, MIP-1alpha, and ELC.",12208762_2,"RelB,IL-12p40,MIP-1alpha,ELC","205,211,228,244","209,219,238,247","1,0,0,0"
162,"Activated DCs expressed high levels of co-stimulatory molecules; released inflammatory cytokines IL-1β, IL-6, TNF-α, and IL-23 and chemokines CCL22 and CCL17; and subsequently primed CD4(+) T cells leading to IL-4, IL-13, and IL-17 expression.",23275338_6,"IL-4,IL-17,IL-13,CCL17,IL-23,chemokines,TNF-α,CCL22","209,226,215,152,121,131,110,142","213,231,220,157,126,141,115,147","0,0,0,0,0,0,0,0"
163,"Activated STAT3 promotes survival and proliferation of cancer cells, suppresses Th1 immune response, and induces dysfunction of immune cells.",24407159_1,"STAT3,Th1","10,80","15,83","1,2"
164,Activated T cells and their cytokine production were accordingly decreased by Keap1 knockdown.,28507037_4,"cytokine,T cells","28,10","36,17","0,2"
165,Activated T cells expressing the CD45RO molecule and producing IL-17A were the main target of GalXM-induced apoptosis.,23308194_6,"T cells,IL-17A","10,63","17,69","2,0"
166,Activated T cells may express FOXP3.,19383912_0,T cells,10,17,2
167,"Activated T cells transiently express RORγt, IL-17A, and IL-17F.",23590971_3,"T cells,IL-17A,IL-17F","10,45,57","17,51,63","2,0,0"
168,"Activated Treg produce different molecules to mediate suppression, which are tailored to the immune response they are activated by and control.",21840184_5,Treg,10,14,2
169,"Activated iNKT cells also expressed interferon-γ, upregulated perforin expression, and displayed degranulation.",31316500_9,"interferon-γ,iNKT cells","36,10","48,20","0,2"
170,"Activated/memory T cells and cytokine (IFN-γ, IL-17)-producing T cells were increased in Smad4 tKO NOD mice, however the proportion and function of regulatory T (Treg) cells were not different between Smad4 tKO and WT NOD mice.",27880731_2,"cytokine,IFN-γ,Smad4,regulatory T,Smad4","29,39,89,148,201","37,44,94,160,206","0,0,1,2,1"
171,"Activating the cholinergic anti-inflammatory pathway with nicotine can inhibit Th17 cell responses and may improve the Th1/Th2 imbalance in CIA, providing a new justification for its application in the treatment of rheumatoid arthritis.",24755145_13,"Th17,cholinergic","79,15","83,26","2,0"
172,Activating transcription factor-3 (ATF3) in the ER stress pathway induces cytokine production and promotes survival during gram-positive bacterial infection.,30214444_0,"Activating transcription factor-3,ATF3","0,35","33,39","1,1"
173,Activation occurred through increases in the expression of programmed death ligand 2 (PDL2) in hPMSCs via the JAK/STAT signaling pathway.,30651340_6,ligand 2,76,84,0
174,Activation of CD4(+)CD25(+)Foxp3(+) naturally occurring regulatory T cells (nTregs) resulting in suppression of lung allergic responses requires interaction of MHC class I on nTregs and CD8.,18490710_0,"regulatory T cells,MHC","56,160","74,163","2,1"
175,"Activation of CD40 leads to production of proinflammatory cytokines and, as shown here, induces SBS.",21074606_2,CD40,14,18,0
176,"Activation of DC by reovirus was not dependent on viral replication, while cytokine production (but not phenotypic maturation) was inhibited by blockade of PKR and NF-kappaB signaling.",18424722_4,cytokine,75,83,0
177,Activation of NKT cells with alpha-galactosylceramide (alpha-GalCer) causes liver injury through mechanisms that are not well understood.,20624945_2,NKT cells,14,23,2
178,"Activation of RAW 264.7 cells triggered by PRA-1p was associated with activation of inducible nitric oxide synthase, nuclear factor κB, extracellular signal-regulated kinase, and protein kinase B. This work suggests that novel PRA-1p derived from the mushroom sclerotia of P. rhinocerus has potential application as an immunostimulatory agent.",31343168_5,protein kinase,179,193,1
179,Activation of STAT1 that is harmful in liver injury was augmented in SOCS3Tg hepatocytes.,17339476_8,STAT1,14,19,1
180,Activation of STAT3 by IL-6 and IL-21 and STAT1 by IFN-alpha was assessed by intracellular staining with anti-phospho (p)STAT3 and -pSTAT1 antibodies.,19577286_4,"IFN-alpha,STAT3,STAT1","51,14,42","60,19,47","0,1,1"
181,"Activation of T cells leads to the induction of many cytokine genes that are required for appropriate immune responses, including IL-2, a key cytokine for T cell proliferation and homeostasis.",19181930_0,"T cells,IL-2,cytokine","14,130,142","21,134,150","2,0,0"
182,"Activation of T lymphocytes and their ensuing elaboration of proinflammatory cytokines, such as interferon (IFN)-gamma, represent a critical step in atherogenesis and arteriosclerosis.",11934839_0,T lymphocytes,14,27,2
183,"Activation of naive CD8 T cells in vitro in the presence of IL-4 induces type 2 cytokine expression, loss of CD8 expression, and reduced cytolytic potential.",20562261_0,"IL-4,cytokine","60,80","64,88","0,0"
184,"Activation of particular transcription factors and specific cell markers provided insight into the time course of the transition from innate towards adaptive immune responses, which resulted in a broad spectrum of systemic antibody subclasses and splenic Th1/Th17 memory cells against B. pertussis.",25137043_6,transcription factors,25,46,1
185,"Activation of purified naive CD4(+) T cells from NOX2-deficient mice led to augmented IFN-γ and diminished IL-4 production and an increased ratio of expression of the T(H)1-specific transcription factor T-bet versus the T(H)2-specfic transcription factor GATA-3, consistent with a T(H)1 skewing of naïve T cells.",22930452_4,"IL-4,GATA-3,IFN-γ","107,255,86","111,261,91","0,1,0"
186,"Activation of the NF-κB pathway is tightly controlled by several negative feedback mechanisms, including A20, an ubiquitin-modifying enzyme encoded by the tnfaip3 gene.",25024217_1,A20,105,108,0
187,"Activation of the STAT5 transcription factor downstream of the Interleukin-2 receptor (IL-2R) induces expression of Foxp3, a critical step in the differentiation of regulatory T (Treg) cells.",33838102_0,regulatory T,165,177,2
188,"Activation of the aryl hydrocarbon receptor (AhR) causes numerous defects in anti-viral immunity, including suppressed CTL generation and impaired host resistance.",14746808_0,"aryl hydrocarbon receptor,AhR","18,45","43,48","1,1"
189,"Activation of the aryl hydrocarbon receptor (AhR) in immune cells, such as dendritic cells (DCs), can lead to suppressed immune responses.",21948866_0,"AhR,aryl hydrocarbon receptor","45,18","48,43","1,1"
190,Activation of the nuclear factor of activated T cells was normal upon stimulation but the activity of the activator protein 1 (AP-1) family was strongly increased in resting FADDdn T cells.,15376191_6,"T cells,activator protein 1,AP-1","46,106,127","53,125,131","2,1,1"
191,"Activation of these NF-AT sites was sufficient to induce TGF-beta1 promoter activity; however, additional signaling due to full Ag stimulation blocked NF-AT-mediated TGF-beta1 expression.",17312153_5,"NF-AT,TGF-beta1,TGF-beta1","20,57,166","25,66,175","1,0,0"
192,Activation-induced Fas ligand (FasL) mRNA expression in CD4+ T cells is mainly controlled at transcriptional initiation.,24899502_0,FasL,31,35,0
193,Activation-induced cell death plays a critical role in the maintenance of the homeostasis of the immune system by eliminating self-reactive or chronically stimulated T cells.,20181888_2,T cells,166,173,2
194,"Activationinduced cell death, anergy and/or immune response modulation by Treg cells are essential mechanisms of peripheral T-cell tolerance.",18802346_2,Treg cells,74,84,2
195,Activin A together with TGF-beta1 had synergistic effects on the rate of iTreg conversion in vitro.,19342638_4,TGF-beta1,24,33,0
196,"Acute lymphopenia-induced homeostatic proliferation (HP) of T cells promotes antitumor immunity, but the mechanism is unclear.",19023118_0,T cells,60,67,2
197,"Adaptive immune response plays an important role against bacteria and parasites, a reaction that also involves mast cell (MC) activation which participates in innate and adaptive immunity.",28952282_0,mast cell,111,120,0
198,"Added to IL-4 budesonide decreased the percentage of both T cells and CD40L(+) T cells, but strongly increased the percentage of B cells.",21875545_8,"IL-4,T cells","9,58","13,65","0,2"
199,"Addition of IFN-gamma to Tbx21-/- Th1beta cultures cannot recover the progression to the Th1 phenotype, suggesting T-bet, rather than IFN-gamma, mediates Th1beta to Th1 progression.",16670261_6,"IFN-gamma,Th1,IFN-gamma,Th1","134,165,12,89","143,168,21,92","0,2,0,2"
200,"Addition of IL-27 to α-CD3-activated naïve CD8(+) T cells significantly increased T-box transcription factor expression levels, cell proliferation, and IFN-γ and granzyme B production leading to increased CD8(+) T-cell-mediated cytotoxicity.",21182076_5,"IFN-γ,IL-27,cell proliferation","152,12,128","157,17,146","0,0,1"
