,entities,text,pmid,label
733,STAT3,High affinity IL-2R expression was required for the suppression of IL-2 responses as a novel CD25(-) T cell line proliferated and phosphorylated STAT3 when cultured with tumor cells or rTGFbeta1.,11418694_3,1
735,Activating,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,1
736,cells,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,2
741,cells,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,2
742,STAT3,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,1
743,STAT5,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,1
752,cells,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,2
753,IL-2,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,0
754,STAT3,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,1
755,STAT5,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,1
763,cells,"IL-15 also restored T cell responses by T cells from multiple myeloma patients, and against freshly isolated bone marrow tumor samples.",11418694_8,2
764,multiple,"IL-15 also restored T cell responses by T cells from multiple myeloma patients, and against freshly isolated bone marrow tumor samples.",11418694_8,1
767,activation,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,2
768,cells,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,2
770,cells,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,2
777,cells,This finding may be exploited in the design of new immunotherapy approaches that will rely on T cells avoiding tumor-induced suppression.,11418694_10,2
782,traits,"Kaposi's sarcoma (KS) is an angioproliferative disease occurring in several different clinical-epidemiological forms that, however, share the same histological traits and are all associated with infection by the human herpesvirus 8 (HHV8).",11423257_0,1
786,immune dysregulation,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,1
792,adhesion,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,2
793,tissue,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,2
797,enhanced,"These phenomena are triggered or enhanced by infection with HHV8 that, in turn, is reactivated by the same cytokines.",11423257_2,1
802,tissue,"Productively-infected circulating cells are recruited into 'activated' tissue sites where HHV8 finds an optimal environment for establishing a persistent, latent infection of KS spindle cells (KSC).",11423257_3,2
805,cells,"Productively-infected circulating cells are recruited into 'activated' tissue sites where HHV8 finds an optimal environment for establishing a persistent, latent infection of KS spindle cells (KSC).",11423257_3,2
806,virus,"HHV8 dissemination is favoured by virus escape mechanisms and immune dysregulation, and leads to immune responses that are not effective against the virus but, paradoxically, exacerbates the reactive process.",11423257_4,1
808,immune dysregulation,"HHV8 dissemination is favoured by virus escape mechanisms and immune dysregulation, and leads to immune responses that are not effective against the virus but, paradoxically, exacerbates the reactive process.",11423257_4,1
814,early,"Although early KS is a reactive process of polyclonal nature that can regress, in time it can progress in to a true sarcoma.",11423257_5,1
822,expression,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,1
824,genes,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,1
826,expression,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,1
834,essential,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,1
835,early,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,1
839,cells,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,2
842,GATA-3,"To study the function of GATA-3 during T cell-mediated immune responses in vivo, we investigated CD2-GATA3-transgenic mice in which GATA-3 expression is driven by the CD2 locus control region.",11441076_1,1
847,control,"To study the function of GATA-3 during T cell-mediated immune responses in vivo, we investigated CD2-GATA3-transgenic mice in which GATA-3 expression is driven by the CD2 locus control region.",11441076_1,1
852,cells,Both in the CD4(+) and the CD8(+) T cell population the proportion of cells exhibiting a CD44(high)CD45RB(low)CD62L(low) Ag-experienced phenotype was increased.,11441076_2,2
855,increased,Both in the CD4(+) and the CD8(+) T cell population the proportion of cells exhibiting a CD44(high)CD45RB(low)CD62L(low) Ag-experienced phenotype was increased.,11441076_2,0
859,cells,"In CD2-GATA3-transgenic mice, large fractions of peripheral CD4(+) T cells expressed the IL-1 receptor family member T1/ST2, indicative of advanced Th2 commitment.",11441076_3,2
861,Th2,"In CD2-GATA3-transgenic mice, large fractions of peripheral CD4(+) T cells expressed the IL-1 receptor family member T1/ST2, indicative of advanced Th2 commitment.",11441076_3,2
865,IFN-gamma,"Upon in vitro T cell stimulation, the ability to produce IL-2 and IFN-gamma was decreased.",11441076_4,0
866,decreased,"Upon in vitro T cell stimulation, the ability to produce IL-2 and IFN-gamma was decreased.",11441076_4,1
868,cells,"Moreover, CD4(+) T cells manifested rapid secretion of the Th2 cytokines IL-4, IL-5, and IL-10, reminiscent of Th2 memory cells.",11441076_5,2
872,IL-10,"Moreover, CD4(+) T cells manifested rapid secretion of the Th2 cytokines IL-4, IL-5, and IL-10, reminiscent of Th2 memory cells.",11441076_5,0
873,Th2,"Moreover, CD4(+) T cells manifested rapid secretion of the Th2 cytokines IL-4, IL-5, and IL-10, reminiscent of Th2 memory cells.",11441076_5,2
874,cells,"Moreover, CD4(+) T cells manifested rapid secretion of the Th2 cytokines IL-4, IL-5, and IL-10, reminiscent of Th2 memory cells.",11441076_5,2
876,cells,"In contrast to wild-type CD4(+) cells, which lost GATA-3 expression when cultured under Th1-polarizing conditions, CD2-GATA3-transgenic CD4(+) cells maintained expression of GATA-3 protein.",11441076_6,2
880,cells,"In contrast to wild-type CD4(+) cells, which lost GATA-3 expression when cultured under Th1-polarizing conditions, CD2-GATA3-transgenic CD4(+) cells maintained expression of GATA-3 protein.",11441076_6,2
881,expression,"In contrast to wild-type CD4(+) cells, which lost GATA-3 expression when cultured under Th1-polarizing conditions, CD2-GATA3-transgenic CD4(+) cells maintained expression of GATA-3 protein.",11441076_6,1
883,Th1,"Under Th1 conditions, cellular proliferation of CD2-GATA3-transgenic CD4(+) cells was severely hampered, IFN-gamma production was decreased and Th2 cytokine production was increased.",11441076_7,2
886,cells,"Under Th1 conditions, cellular proliferation of CD2-GATA3-transgenic CD4(+) cells was severely hampered, IFN-gamma production was decreased and Th2 cytokine production was increased.",11441076_7,2
889,decreased,"Under Th1 conditions, cellular proliferation of CD2-GATA3-transgenic CD4(+) cells was severely hampered, IFN-gamma production was decreased and Th2 cytokine production was increased.",11441076_7,1
891,increased,"Under Th1 conditions, cellular proliferation of CD2-GATA3-transgenic CD4(+) cells was severely hampered, IFN-gamma production was decreased and Th2 cytokine production was increased.",11441076_7,0
908,GATA-3,"The increased functional capacity to secrete Th2 cytokines, along with the increased expression of surface markers for Ag-experienced Th2-committed cells, would argue for a role of GATA-3 in Th2 memory formation.",11441076_10,1
909,Th2,"The increased functional capacity to secrete Th2 cytokines, along with the increased expression of surface markers for Ag-experienced Th2-committed cells, would argue for a role of GATA-3 in Th2 memory formation.",11441076_10,2
