,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
672,potential,19,20,115,124,ICSBP expression represents a novel means of stimulating a host immune response to BCR/ABL(+) leukemia cells and a potential strategy for immunotherapy of CML.,11369642_3,-1,1,-1,1
673,immunotherapy,22,23,138,151,ICSBP expression represents a novel means of stimulating a host immune response to BCR/ABL(+) leukemia cells and a potential strategy for immunotherapy of CML.,11369642_3,0,-1,-1,0
676,essential,8,9,34,43,"PTEN, a tumor suppressor gene, is essential for embryogenesis.",11371355_0,-1,1,-1,1
686,cells,8,9,47,52,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
687,CD4+,10,12,57,61,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
688,cells,13,14,64,69,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
690,activation,19,20,100,110,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
691,CD4+,21,23,114,118,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
692,cells,24,25,121,126,"Pten(flox/-) mice exhibit elevated levels of B cells and CD4+ T cells in the periphery, spontaneous activation of CD4+ T cells, autoantibody production, and hypergammaglobulinemia.",11371355_4,-1,-1,2,2
694,cells,3,4,15,20,"Pten(flox/-) T cells hyperproliferate, are autoreactive, secrete increased levels of Th1/Th2 cytokines, resist apoptosis, and show increased phosphorylation of PKB/Akt and ERK.",11371355_5,-1,-1,2,2
696,increased,10,11,65,74,"Pten(flox/-) T cells hyperproliferate, are autoreactive, secrete increased levels of Th1/Th2 cytokines, resist apoptosis, and show increased phosphorylation of PKB/Akt and ERK.",11371355_5,0,-1,-1,0
697,cytokines,14,15,93,102,"Pten(flox/-) T cells hyperproliferate, are autoreactive, secrete increased levels of Th1/Th2 cytokines, resist apoptosis, and show increased phosphorylation of PKB/Akt and ERK.",11371355_5,0,-1,-1,0
698,apoptosis,17,18,111,120,"Pten(flox/-) T cells hyperproliferate, are autoreactive, secrete increased levels of Th1/Th2 cytokines, resist apoptosis, and show increased phosphorylation of PKB/Akt and ERK.",11371355_5,-1,1,-1,1
699,increased,21,22,131,140,"Pten(flox/-) T cells hyperproliferate, are autoreactive, secrete increased levels of Th1/Th2 cytokines, resist apoptosis, and show increased phosphorylation of PKB/Akt and ERK.",11371355_5,0,-1,-1,0
701,Peripheral,0,1,0,10,Peripheral tolerance to SEB is also impaired in Pten(flox/-) mice.,11371355_6,-1,-1,2,2
703,regulator,5,6,26,35,PTEN is thus an important regulator of T cell homeostasis and self-tolerance.,11371355_7,-1,1,-1,1
707,TGFbeta,7,8,49,56,"IL-2 responses are susceptible to suppression by TGFbeta, a cytokine widely implicated in suppression of inflammatory responses and secreted by many different tumor cell types.",11418694_0,0,-1,-1,0
708,cytokine,10,11,60,68,"IL-2 responses are susceptible to suppression by TGFbeta, a cytokine widely implicated in suppression of inflammatory responses and secreted by many different tumor cell types.",11418694_0,0,-1,-1,0
711,secreted,19,20,132,140,"IL-2 responses are susceptible to suppression by TGFbeta, a cytokine widely implicated in suppression of inflammatory responses and secreted by many different tumor cell types.",11418694_0,0,-1,-1,0
714,inhibition,6,7,46,56,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,-1,1,-1,1
716,STAT5,11,12,83,88,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,-1,1,-1,1
717,TGFbeta,14,15,108,115,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,0,-1,-1,0
719,immune responses,19,21,146,162,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,0,-1,-1,0
724,STAT3,16,17,136,141,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,-1,1,-1,1
725,STAT5,18,19,146,151,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,-1,1,-1,1
726,cells,22,23,173,178,Using TGFbeta-producing multiple myeloma tumor cells we demonstrate that tumor-derived TGFbeta can block IL-2-induced proliferation and STAT3 and STAT5 phosphorylation in T cells.,11418694_2,-1,-1,2,2
733,STAT3,23,24,145,150,High affinity IL-2R expression was required for the suppression of IL-2 responses as a novel CD25(-) T cell line proliferated and phosphorylated STAT3 when cultured with tumor cells or rTGFbeta1.,11418694_3,-1,1,-1,1
735,Activating,0,1,0,10,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,1,-1,1
736,cells,2,3,13,18,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,-1,2,2
741,cells,21,22,112,117,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,-1,2,2
742,STAT3,24,25,135,140,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,1,-1,1
743,STAT5,26,27,145,150,"Activating T cells with IL-15, which does not use the high affinity IL-2R, completely restored the ability of T cells to phosphorylate STAT3 and STAT5 when cultured with tumor cells.",11418694_4,-1,1,-1,1
752,cells,9,10,56,61,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,-1,-1,2,2
753,IL-2,13,14,76,80,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,0,-1,-1,0
754,STAT3,16,17,100,105,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,-1,1,-1,1
755,STAT5,18,19,110,115,"Preincubation with IL-15 also restored the ability of T cells to respond to IL-2 by phosphorylating STAT3 and STAT5, and proliferating normally in the presence of tumor cells.",11418694_6,-1,1,-1,1
763,cells,8,9,42,47,"IL-15 also restored T cell responses by T cells from multiple myeloma patients, and against freshly isolated bone marrow tumor samples.",11418694_8,-1,-1,2,2
764,multiple,10,11,53,61,"IL-15 also restored T cell responses by T cells from multiple myeloma patients, and against freshly isolated bone marrow tumor samples.",11418694_8,-1,1,-1,1
767,activation,2,3,6,16,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,-1,-1,2,2
768,cells,5,6,22,27,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,-1,-1,2,2
770,cells,10,11,47,52,"Thus, activation of T cells by IL-15 renders T cells resistant to suppression by TGFbeta1-producing tumor cells and rTGFbeta1.",11418694_9,-1,-1,2,2
777,cells,17,18,96,101,This finding may be exploited in the design of new immunotherapy approaches that will rely on T cells avoiding tumor-induced suppression.,11418694_10,-1,-1,2,2
782,traits,24,25,160,166,"Kaposi's sarcoma (KS) is an angioproliferative disease occurring in several different clinical-epidemiological forms that, however, share the same histological traits and are all associated with infection by the human herpesvirus 8 (HHV8).",11423257_0,-1,1,-1,1
786,immune dysregulation,6,8,29,49,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,1,-1,1
792,adhesion,31,32,200,208,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,-1,2,2
793,tissue,33,34,213,219,"KS initiates in a context of immune dysregulation characterised by CD8+ T cell activation and the production of Th1-type cytokines that induce a generalised activation of endothelial cells leading to adhesion and tissue extravasation of lympho-monocytes, spindle cell formation and angiogenesis.",11423257_1,-1,-1,2,2
797,enhanced,5,6,33,41,"These phenomena are triggered or enhanced by infection with HHV8 that, in turn, is reactivated by the same cytokines.",11423257_2,-1,1,-1,1
802,tissue,9,10,71,77,"Productively-infected circulating cells are recruited into 'activated' tissue sites where HHV8 finds an optimal environment for establishing a persistent, latent infection of KS spindle cells (KSC).",11423257_3,-1,-1,2,2
805,cells,27,28,186,191,"Productively-infected circulating cells are recruited into 'activated' tissue sites where HHV8 finds an optimal environment for establishing a persistent, latent infection of KS spindle cells (KSC).",11423257_3,-1,-1,2,2
806,virus,5,6,34,39,"HHV8 dissemination is favoured by virus escape mechanisms and immune dysregulation, and leads to immune responses that are not effective against the virus but, paradoxically, exacerbates the reactive process.",11423257_4,-1,1,-1,1
808,immune dysregulation,9,11,62,82,"HHV8 dissemination is favoured by virus escape mechanisms and immune dysregulation, and leads to immune responses that are not effective against the virus but, paradoxically, exacerbates the reactive process.",11423257_4,-1,1,-1,1
814,early,1,2,9,14,"Although early KS is a reactive process of polyclonal nature that can regress, in time it can progress in to a true sarcoma.",11423257_5,-1,1,-1,1
822,expression,11,12,59,69,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,-1,1,-1,1
824,genes,16,17,102,107,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,-1,1,-1,1
826,expression,21,22,129,139,"The progression of KS appears to be due to the deregulated expression of oncogenes and oncosuppressor genes, to the long-lasting expression of the HHV8 latency genes and, for AIDS-KS, is promoted by the proliferative and angiogenic effects of the HIV-1 Tat protein.",11423257_6,-1,1,-1,1
834,essential,5,6,35,44,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,-1,1,-1,1
835,early,7,8,49,54,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,-1,1,-1,1
839,cells,18,19,112,117,The transcription factor GATA-3 is essential for early T cell development and differentiation of naive CD4(+) T cells into Th2 effector cells.,11441076_0,-1,-1,2,2
842,GATA-3,5,6,25,31,"To study the function of GATA-3 during T cell-mediated immune responses in vivo, we investigated CD2-GATA3-transgenic mice in which GATA-3 expression is driven by the CD2 locus control region.",11441076_1,-1,1,-1,1
