,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
7304,fluoxetine,5,6,27,37,"As compared with controls, fluoxetine exposure resulted in fetal pulmonary hypertension as evidenced by an increase in the weight ratio of the right ventricle to the left ventricle plus septum (P = 0.02) and by an increase in pulmonary arterial medial thickness (P < 0.01).",17702969_7,0,-1,0,7304,0
16137,corticosteroids,18,19,109,124,"In both cases, discontinuation of FK506 and treatment with plasma exchange, fresh frozen plasma replacement, corticosteroids, aspirin, and dipyridamole led to resolution of MAHA.",8701950_2,0,-1,0,16137,0
11771,lupus,8,9,59,64,"It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms.",2894766_3,-1,-1,1,11771,-1
3389,neurologic complications,20,22,136,160,"Brain MR studies, including DW imaging, were prospectively performed in 14 organ transplant patients receiving tacrolimus who developed neurologic complications.",12695819_2,-1,-1,1,3389,-1
14919,ouabain,9,10,70,77,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,0,-1,0,14919,0
5351,hiccups,4,5,26,33,Few cases of drug-induced hiccups have been reported related to macrolide antimicrobials.,15985056_8,-1,1,1,5351,1
15683,magnesium,27,28,131,140,"Symptomatic hypokalemia has been reported in such patients (3-7) and in one case hypocalcemia was observed (8), but the effects of magnesium depletion were not noted in these patients.",8492347_4,0,-1,0,15683,0
12479,metoprolol,15,16,98,108,"Severe complications of antianginal drug therapy in a patient identified as a poor metabolizer of metoprolol, propafenone, diltiazem, and sparteine.",3437726_0,0,-1,0,12479,0
10314,diabetic,13,14,94,102,"Insulin treatment reversed the increases in contractile responses of bladder body strips from diabetic rats to nerve stimulation, ATP, and bethanechol.",2055425_7,-1,1,1,10314,1
12580,bradyarrhythmias,16,17,105,121,"The patient had no apparent associated conditions which might have predisposed him to the development of bradyarrhythmias; and, thus, this probably represented a true idiosyncrasy to lidocaine.",354896_2,-1,-1,1,12580,-1
5808,ecstasy,16,17,112,119,"In recent years working memory deficits have been reported in users of MDMA (3,4-methylenedioxymethamphetamine, ecstasy).",16574712_1,0,-1,0,5808,0
9835,epilepsy,21,22,111,119,"In this study, we investigated the therapeutic potential of bone marrow mononuclear cells (BMCs) in a model of epilepsy induced by pilocarpine in rats.",20080419_1,-1,1,1,9835,1
8302,Dexamethasone,0,1,0,13,Dexamethasone had no significant effect on the incidence or severity of postoperative nausea and vomiting.,18544179_7,0,-1,0,8302,0
11830,Carbamazepine,0,1,0,13,"Carbamazepine (CBZ), a commonly used AED, has been implicated in some clinical studies.",2924746_2,0,-1,0,11830,0
8926,naloxone,3,4,22,30,The opioid antagonist naloxone has been shown to block or reverse the hypotensive actions of captopril.,1928887_2,0,-1,0,8926,0
7400,acute hepatitis,21,23,118,133,"Based on a score of 8 on the Naranjo adverse drug reaction probability scale, telithromycin was the probable cause of acute hepatitis in this patient, and pathological findings suggested drug-induced toxic hepatitis.",17919553_11,-1,-1,1,7400,-1
4202,tamoxifen,9,10,61,70,"Patients participating in a randomised trial of anastrozole, tamoxifen alone or combined (ATAC) (n=94) and a group of women without breast cancer (n=35) completed a battery of neuropsychological measures.",14745746_3,0,-1,0,4202,0
1362,vasculitis,8,9,58,68,OBJECTIVE: To describe a case of propylthiouracil-induced vasculitis manifesting with pericarditis.,11250767_1,-1,1,1,1362,1
2119,capsaicin,24,25,169,178,"RESULTS: Adenosine produced no effect on pain report to acute noxious thermal or chemical stimulation but reduced mechanical hyperalgesia and allodynia from intradermal capsaicin injection for at least 24 h. In contrast, residence time of adenosine in cerebrospinal fluid was short (< 4 h).",11752998_5,0,-1,0,2119,0
3960,anemia,6,7,36,42,We describe a patient who developed anemia while receiving intravenous cefotetan.,1445986_2,-1,1,1,3960,1
16883,thrombocytopenia,9,10,51,67,Histological examination on 9 of 10 mice with such thrombocytopenia showed changes compatible with myelodysplastic syndrome (MDS).,9209318_5,-1,1,1,16883,1
14229,nephrotic syndrome,34,36,210,228,The purpose of the present study was to investigate the changes in plasma and urinary lipoproteins during the administration of puromycin aminonucleoside (20 mg/kg for 7 days) and the subsequent development of nephrotic syndrome.,7066357_2,-1,-1,1,14229,-1
2352,spironolactone,43,44,279,293,Selective distal tubular epithelial toxicity seems to be responsible for the profound potassium wasting that is a major clinical side effect of treatment with AmB. Potassium depletion also potentiates the tubular toxicity of AmB. This study was designed to assess the ability of spironolactone to reduce potassium requirements and to prevent hypokalemia in neutropenic patients on AmB treatment.,11868798_1,0,-1,0,2352,0
1285,cyclophosphamide,16,17,157,173,"Reduced cardiotoxicity and preserved antitumor efficacy of liposome-encapsulated doxorubicin and cyclophosphamide compared with conventional doxorubicin and cyclophosphamide in a randomized, multicenter trial of metastatic breast cancer.",11230490_0,0,-1,0,1285,0
7520,anxious behaviour,11,13,86,103,RESULTS: The results indicate that ciprofloxacin- and norfloxacin-treated rats showed anxious behaviour in comparison to control rats in all the parameters studied.,17975693_3,-1,-1,1,7520,-1
13371,verapamil,18,19,137,146,"Three patients with ischaemic heart disease developed profound cardiac failure, hypotension and bradycardia during combined therapy with verapamil and beta-adrenergic blocking drugs.",6127992_1,0,-1,0,13371,0
8971,akinesis,12,13,82,90,Echocardiogram revealed a normal ejection fraction and a resolution of the apical akinesis.,19300240_11,-1,-1,1,8971,-1
3384,neurotoxicity,8,9,69,82,MR imaging with quantitative diffusion mapping of tacrolimus-induced neurotoxicity in organ transplant patients.,12695819_0,-1,1,1,3384,1
15578,motor disability,6,8,34,50,We report the increased amount of motor disability in four patients with idiopathic Parkinson's disease after exposure to the antidepressant fluoxetine.,8423889_2,-1,1,1,15578,1
8493,Transient cranial nerve dysfunction,0,4,0,35,Transient cranial nerve dysfunction has been described in a few cases with topical papaverine.,18726058_2,-1,-1,1,8493,-1
14308,aggressiveness,11,12,67,81,The effects of REM sleep deprivation (REMD) on apomorphine-induced aggressiveness and quipazine-induced head twitches in rats were determined.,7197363_1,-1,1,1,14308,1
15259,Anaphylaxis,0,1,0,11,"Anaphylaxis was seen in 37 patients (69%), the other 17 (31%) having urticaria and/or angioedema.",8092427_8,-1,1,1,15259,1
13632,dothiepin,8,9,51,60,"In a 6-week double-blind parallel treatment study, dothiepin and amitriptyline were compared to placebo in the treatment of 33 depressed outpatients.",6386793_1,-1,-1,0,13632,-1
13719,convulsions,15,16,102,113,"These results suggest that PGs are involved in the mechanism(s) underlying fluorthyl- and PTZ-induced convulsions, but not picrotoxin-, electroshock-, or bicuculline-induced convulsions.",6433367_3,-1,1,1,13719,1
663,Capsaicin,0,1,0,9,Capsaicin 100 micrograms was injected intradermally on the volar forearm followed by an i.v.,10743446_3,0,-1,0,663,0
12086,rigidity,12,13,79,87,Chlordiazepoxide at doses up to 10 mg/kg failed to significantly influence the rigidity produced by alfentanil.,3115150_4,-1,1,1,12086,1
16334,creatinine,13,14,98,108,Nifedipine significantly improved kidney function as indicated by a significant lowering of serum creatinine levels at 6 and 12 months.,8829025_4,0,-1,0,16334,0
11459,Captopril,2,3,13,22,"Injection of Captopril (1 mg/kg), an inhibitor of angiotensin converting enzyme (ACE), reduced both pulmonary and renal insufficiency in this rat model.",2670794_2,0,-1,0,11459,0
6379,mannitol,5,6,23,31,AIM: Widespread use of mannitol to reduce brain edema and lower elevated ICP in brain tumor patients continues to be afflicted by the so-called rebound phenomenon.,17019386_2,0,-1,0,6379,0
472,artery calcification,1,3,17,37,"Warfarin-induced artery calcification is accelerated by growth and vitamin D.The present studies demonstrate that growth and vitamin D treatment enhance the extent of artery calcification in rats given sufficient doses of Warfarin to inhibit gamma-carboxylation of matrix Gla protein, a calcification inhibitor known to be expressed by smooth muscle cells and macrophages in the artery wall.",10669626_0,-1,1,1,472,1
1202,drug abuse,24,26,132,142,"As a result, routine plasma screening would yield few cases of stimulant drug in which there was neither a history nor suspicion of drug abuse in this population.",11185967_9,-1,1,1,1202,1
2338,cardiac complications,11,13,79,100,PARP inhibitors may exert protective effects against the development of severe cardiac complications associated with the DOX treatment.,11861791_11,-1,-1,1,2338,-1
3695,hyperthermia,25,26,185,197,"Neuroprotective action of MPEP, a selective mGluR5 antagonist, in methamphetamine-induced dopaminergic neurotoxicity is associated with a decrease in dopamine outflow and inhibition of hyperthermia in rats.",12907309_0,-1,1,1,3695,1
554,hemolytic anemia,20,22,135,151,"This work evaluates the effects of TAM on isolated human erythrocytes, attempting to identify the underlying mechanisms on TAM-induced hemolytic anemia and the involvement of biomembranes in its cytostatic action mechanisms.",10704919_2,-1,1,1,554,1
13216,overdose,10,11,57,65,"Among the common side effects of diphenylhydantoin (DPH) overdose, the most frequently encountered neurological signs are those of cerebellar dysfunction.",430165_2,-1,1,1,13216,1
4922,testosterone,8,9,44,56,Serum concentrations of prolactin (PRL) and testosterone (T) were measured.,15638391_3,0,-1,0,4922,0
16221,hyperactivity,46,47,224,237,"Compared with sham-operated controls, lesions significantly (p < 0.25) blunted the early (<60 min) free-field locomotor hypoactivity caused by nicotine (0.5 mg kg(-1), i.m.), enhanced the later (60-120 min) nicotine-induced hyperactivity, and raised spontaneous nocturnal activity.",8741744_2,-1,1,1,16221,1
14604,urticaria,11,12,64,73,"A few minutes after administration of the drugs, they presented urticaria (patients 1 and 2) and conjunctivitis (patient 1).",7582165_2,-1,1,1,14604,1
1351,anemia,2,3,7,13,"In the anemia group, the growth delay was significantly shorter compared with nonanemic controls (13.3 days versus 8.6 days).",11245434_8,-1,1,1,1351,1
5788,myoclonus,6,7,31,40,MAIN RESULTS: The incidence of myoclonus was significantly lower in the remifentanil group (6.7%) than in the placebo group (70%) (P < 0.001).,16563323_8,-1,1,1,5788,1
6015,Ethambutol,2,3,14,24,"INTRODUCTION: Ethambutol is used in the treatment of tuberculosis, which is still prevalent in Southeast Asia, and can be associated with permanent visual loss.",16710500_1,-1,-1,0,6015,-1
4230,hypotension,14,15,86,97,"This drug caused biventricular dysfunction, due to its negative inotropic effect, and hypotension, due to its peripheral vasodilatory effect.",14976857_3,-1,1,1,4230,1
4214,neurological complications,10,12,80,106,"Numerous anecdotal reports suggest that products containing quinine may produce neurological complications, including confusion, altered mental status, seizures, and coma, particularly in older women.",14765563_2,-1,-1,1,4214,-1
1281,cardiotoxicity,1,2,8,22,"Reduced cardiotoxicity and preserved antitumor efficacy of liposome-encapsulated doxorubicin and cyclophosphamide compared with conventional doxorubicin and cyclophosphamide in a randomized, multicenter trial of metastatic breast cancer.",11230490_0,-1,1,1,1281,1
12260,timolol,6,7,35,42,"The beta adrenergic blocking drug, timolol, tended to correct the hypokalemia of short-term bendrofluazide treatment in 6 healthy male subjects and although the effect was small it was significant.",326460_1,0,-1,0,12260,0
11486,cocaine,14,15,73,80,"These data indicate that (1) the apparent incidence of stroke related to cocaine use is increasing; (2) cocaine-associated stroke occurs primarily in young adults; (3) stroke may follow any route of cocaine administration; (4) stroke after cocaine use is frequently associated with intracranial aneurysms and arteriovenous malformations; and (5) in cocaine-associated stroke, the frequency of intracranial hemorrhage exceeds that of cerebral infarction.",2673163_6,0,-1,0,11486,0
12874,rigidity,17,18,93,101,Saline-pretreated controls given a test dose of morphine (20 mg/kg i.p.) showed a pronounced rigidity recorded as tonic activity in the electromyogram.,3780846_2,-1,1,1,12874,1
16051,ESRD,12,13,79,83,"The possibility that habitual use of acetaminophen alone increases the risk of ESRD has not been clearly demonstrated, but cannot be dismissed.",8669433_8,-1,-1,1,16051,-1
7254,Simvastatin,0,1,0,11,Simvastatin is metabolized by CYP3A4.,17615423_8,0,-1,0,7254,0
10708,Visual toxicity,0,2,0,15,"Visual toxicity was of retinal origin and was characterized by a tritan-type dyschromatopsy, sometimes associated with a loss of visual acuity and pigmentary retinal deposits.",2234245_4,-1,-1,2,10708,-1
17603,labetalol,4,5,36,45,"After intravenous administration of labetalol, metoprolol and midazolam the patient's condition improved, and 15 min later he woke up.",9698967_2,0,-1,0,17603,0
8072,amino acid,19,21,118,128,"The present study aimed to investigate the anticonvulsant activity as well as the effects on the level of hippocampal amino acid neurotransmitters (glutamate, aspartate, glycine and GABA) of N-(2-propylpentanoyl)urea (VPU) in comparison to its parent compound, valproic acid (VPA).",18439803_1,0,-1,0,8072,0
