,text,pmid,entities,start_chars,end_chars,label
134,"AIRE-deficient patients also displayed decreased frequencies of regulatory T cells (Tregs) that lacked common TCRβ clones found instead in their conventional T cell compartment, thereby suggesting holes in the Treg TCR repertoire of these patients.",30979797_3,"T cell,Tregs,regulatory T cells,Treg","158,84,64,210","164,89,82,214","2,2,2,2"
135,"AKBA may affect IL-1β signaling by preventing IL-1 receptor-associated kinase 1 phosphorylation and subsequently decreasing STAT3 phosphorylation at Ser727, which is required for Th17-cell differentiation.",24469975_5,"IL-1β,phosphorylation,STAT3,IL-1,phosphorylation","16,80,124,46,130","21,95,129,50,145","0,1,1,0,1"
136,"ALI/ARDS are characterized as neutrophil infiltration in inflammation cases; however, there is conflicting information concerning the role of Th17 cells in ALI/ARDS, as well as their potential treatment value.",26888095_1,Th17 cells,142,152,2
137,ALT-E induced much greater IL-18 release compared to 19 major outdoor allergens.,22347372_7,IL-18,27,32,0
138,AP-1 family transcription factors regulate CD4+ T helper cell differentiation.,28824171_7,"AP-1,transcription factors","0,12","4,33","1,1"
139,"AP4 was induced by c-MYC during the T-B interactions, was maintained by T-cell-derived interleukin-21 (IL-21), and promoted repeated rounds of divisions of selected GC B cells.",27566940_3,"c-MYC,IL-21,AP4,T-cell-derived interleukin-21","19,103,0,72","24,108,3,101","1,0,1,0"
140,APCs are critical in T cell activation and in the induction of T cell tolerance.,25108026_0,T cell,21,27,2
141,"APPROACH AND RESULTS: Adoptive transfer of HDAC6-deficient TH 17 cells impedes HCC growth, dependent on elevated IL-17A, by enhancing the production of antitumor cytokine and cluster of differentiation 8-positive (CD8+) T cell-mediated antitumor responses.",31539182_2,"IL-17A,cytokine,Adoptive transfer,differentiation 8-positive","113,162,22,186","119,170,39,212","0,0,0,0"
142,"APRIL thus may regulate lung inflammation in a dual way, by acting on c-maf expression and by directly controlling IL-13 production.",21182087_9,"c-maf,IL-13","70,115","75,120","1,0"
143,AT-rich interactive domain-containing protein 5a (Arid5a) is an RNA-binding protein (RBP) required for autoimmunity via stabilization of interleukin-6 (Il6) and signal transducer and activator of transcription 3 (STAT3) mRNAs.,29244194_0,"activator,signal transducer,RBP,STAT3","183,161,85,213","192,178,88,218","1,1,1,1"
144,AT1R was induced in myelin-specific CD4+ T cells and monocytes during autoimmune neuroinflammation.,19706421_5,AT1R,0,4,1
145,"ATF3 expression was increased in the lungs of mice challenged with ovalbumin allergen, and this was associated with its recruitment to the promoters of genes encoding Th2-associated cytokines.",18794337_2,ATF3,0,4,1
146,"ATF3-deficient mice developed significantly increased airway hyperresponsiveness, pulmonary eosinophilia, and enhanced chemokine and Th2 cytokine responses in lung tissue and in lung-derived CD4(+) lymphocytes.",18794337_3,"chemokine,Th2","119,133","128,136","0,2"
147,"Ab neutralization studies and experiments with IL-2-deficient mice have revealed that IL-2 is required for TGF-beta to induce naive CD4(+)CD25(-) cells to become CD25(+) and express Foxp3, and develop the characteristic properties of CD4(+)CD25(+) regulatory cells.",17277105_2,"IL-2,TGF-beta","86,107","90,115","0,0"
148,Aberrant activity of polycomb repressive complex 2 (PRC2) is involved in a wide range of human cancer progression.,31395608_0,"polycomb,PRC2","21,52","29,56","1,1"
149,"Aberrant autoantibody production is characteristic of systemic lupus erythematosus (SLE), but follicular regulatory T (TFR) cells can potentially suppress this abnormality.",34240405_0,follicular regulatory T,94,117,2
150,Aberrant expression of soluble (s) and membrane-associated (m) IL-7R molecules is associated with development of autoimmunity and immune failure in acquired immune deficiency syndrome (AIDS) patients.,28582466_2,"IL-7R,soluble","63,23","68,30","0,0"
151,Aberrant production of IL-21 by T cells is critical for the development of type 1 diabetes (T1D) in NOD mice.,21111405_0,"T cells,IL-21","32,23","39,28","2,0"
152,Aberrant responses of these T cells may contribute to the immune dysregulation observed in X-linked lymphoproliferative disease caused by mutations in SAP.,25236978_7,T cells,28,35,2
153,"Aberrant upregulation of IL-21 in CD4(+) T cells expressing mutant Ikaros was responsible, at least in part, for the enhanced IL-22 expression in a Stat3-dependent manner.",25194055_5,"mutant Ikaros,IL-22,IL-21","60,126,25","73,131,30","1,0,0"
154,"Ablating Stat3 in hematopoietic cells results in rapid activation of innate immunity by CpG, with enhanced production of IFN-gamma, tumor necrosis factor-alpha, IL-12, and activation of macrophages, neutrophils, and natural killer cells marked with Stat1 activation.",19258507_2,"natural killer cells,Stat3,IFN-gamma,tumor necrosis factor-alpha,Stat1,hematopoietic cells,IL-12","216,9,121,132,249,18,161","236,14,130,159,254,37,166","2,1,0,0,1,0,0"
155,Ablation of nTregs in depletion of regulatory T-cell (DEREG) mice resulted in cytosolic localization of ICER/CREM and increased IL-2 synthesis upon stimulation.,21262800_3,IL-2 synthesis,128,142,0
156,"Ablation or functional impairment of Foxp3+ Tregs in vivo at the start or stop of therapy impaired immune tolerance, highlighting the dependence of the therapy-induced tolerance in mice with new-onset diabetes on the presence and functionality of CD4+Foxp3+ T cells.",28108611_4,Tregs,44,49,2
157,Abnormal IL-2 signalling and aberrant CNS2 epigenetic control induced functional defects in PB Tregs and represents a potential new mechanism for AS pathogenesis.,27901054_6,"IL-2 signalling,Tregs","9,95","24,100","0,2"
158,Abnormal immune response resulting from disordered T helper (Th)1/Th2 and Th17/regulatory T cells (Treg) cytokine expression has been demonstrated to serve an important role in the pathogenesis of preeclampsia (PE).,28849203_0,"Th17/regulatory T cells,Treg","74,99","97,103","2,2"
159,Abnormalities in Tregs were reported in SLE patients and in animal models of the disease.,20635958_6,Tregs,17,22,2
160,"Abnormalities of regulatory T cells may play an important role in the loss of self-tolerance, which is a major characteristic of lupus.",17670847_0,regulatory T cells,17,35,2
161,Absence of IL-21 reduced signal transducer and activator of transcription 3 activation in tumor and stromal cells.,21987656_5,"signal transducer,transcription 3,IL-21,activator","25,60,11,47","42,75,16,56","1,1,0,1"
162,"Absence of T-bet was also associated with a transient but significant loss of T cells during the infection, suggesting that T-bet may suppress malaria-induced apoptosis or induce proliferation of T cells.",25047384_4,"T cells,proliferation,T cells","196,179,78","203,192,85","2,1,2"
163,"Absence of phagocyte NADPH oxidase (NOX2) activity causes chronic granulomatous disease (CGD), a primary immunodeficiency characterized by recurrent bacterial infections.",22930452_0,primary immunodeficiency,97,121,1
164,Abundance of IL-13Rα1 was lower in distal airways of healthy control mice.,25772331_6,IL-13Rα1,13,21,0
165,"Abundant Foxp3+IL-17+ T cells were detected in CRC tissue that expresses high levels of TGF-β, CXCR3, CCR6, and RORγt.",20952660_7,TGF-β,88,93,0
166,"Acceptance was associated with marked inhibition of cellular infiltration and inflammatory cytokine expression and only a brief, slight increase in Foxp3:T cell ratio in the graft and no increase in the spleen.",18346633_5,cytokine,91,99,0
167,"According to recent studies, the AHR is essential for the differentiation and activation of T helper 17 (Th17) cells.",26511867_3,"AHR,T helper 17","33,92","36,103","1,2"
168,"Accordingly, ATF3 KO mice displayed diminished survival and bacterial clearance following S. pneumoniae infection.",30214444_7,ATF3,13,17,1
169,"Accordingly, DC from IRF-1(-/-) mice were less efficient in stimulating the proliferation of allogeneic T cells and instead, induced an IL-10-mediated, suppressive activity in allogeneic CD4(+)CD25(+) regulatory T cells.",16966383_7,"suppressive activity,proliferation","152,76","172,89","0,1"
170,"Accordingly, Dex inhibited the immunostimulatory capacity of T3-matured DCs on naive T-cell proliferation and IFN-γ production while increased IL-10 synthesis by allogeneic T cell cultures.",22056479_6,"IFN-γ,IL-10","110,143","115,148","0,0"
171,"Accordingly, IL-35 and IL-35 receptor subunits (gp130 and IL-12Rβ2) and cytokines of MRL/lpr and BALB/c mice (normal controls) were measured.",25845911_3,"IL-35 receptor,IL-12Rβ2,IL-35","23,58,13","37,66,18","0,0,0"
172,"Accordingly, IRF1- and IFNAR-deficient mice harbored fewer parasites in the target organs than wild-type mice due to having an increased Th1 immune response.",32210480_5,"Th1,IRF1-","137,13","140,18","2,1"
173,"Accordingly, OX86 treatment was no longer therapeutic in CD40 KO mice.",22229156_7,CD40,57,61,0
174,"Accordingly, STAT3 silenced MDDC promoted a higher IFNγ production by CD4(+) naïve T cells.",24674241_4,"MDDC,IFNγ,STAT3","28,51,13","32,55,18","1,0,1"
175,"Accordingly, Tpl2(-/-) mice had impaired host defense against Toxoplasma gondii with reduced parasite clearance and decreased IFN-gamma production.",19001140_4,IFN-gamma,126,135,0
176,"Accordingly, Treg cell accumulation in intestinal tumours from APCmin/+ mice was exclusively due to the increase in KLRG1+ GATA3+ Treg cells.",28437001_6,"Treg cells,Treg cell,GATA3","130,13,123","140,22,128","2,2,1"
177,"Accordingly, activation of STAT5 was not detected in proliferating IL-2Rbeta-deficient OT-I T cells, thus implicating a STAT5-independent cytokine or costimulatory pathway in this process.",15322173_5,STAT5,27,32,1
178,"Accordingly, an isolated deficiency of nuclear-WASp is sufficient to impair the transcriptional reprogramming of TBX21 and IFNG promoters in TH1-skewed cells, whereas an isolated deficiency of cytosolic-WASp does not impair this process.",24872192_5,"IFNG,nuclear-WASp","123,39","127,51","0,0"
179,"Accordingly, c-Rel expression in T cells and antigen-presenting cells (APCs) controls a delicate balance between tolerance and immunity.",22481964_6,"c-Rel,T cells","13,33","18,40","1,2"
180,"Accordingly, ex-vivo stimulation of naïve-Tregs with IL-7 induced robust cytokine-dependent signaling, Bcl-2 expression, and phosphatidylinositol 3-kinase (PI3K)-dependent proliferation, whilst preserving naïve phenotype and suppressive capacity.",26910841_4,"suppressive,proliferation,phosphatidylinositol 3-kinase,Bcl-2,IL-7","225,172,125,103,53","236,185,154,108,57","0,1,1,1,0"
181,"Accordingly, gut-draining mesenteric lymph nodes (mLNs) represent a site of efficient peripheral de novo Treg induction when compared to skin-draining peripheral LNs (pLNs), and we had recently shown that LN stromal cells substantially contribute to this process.",28833065_1,Treg,105,109,2
182,"Accordingly, introgression of the Bcl2l1 transgene into PKC-θ null mouse failed to rescue NKT cell development.",29142275_5,"NKT,Bcl2l1","90,34","93,40","2,1"
183,"Accordingly, keratinocytes and bronchial epithelial cells, unlike other cell types, failed to produce antistaphylococcal factors in response to HIES T cell-derived cytokines.",19487419_7,keratinocytes,13,26,2
184,"Accordingly, linked immunohistochemistry expression patterns between nuclear IRF1 and p65 on the one hand, and MHC-I on the other hand, were observed in vivo.",23071666_4,"p65,IRF1","86,77","89,81","1,1"
185,"Accordingly, melatonin has no effect on T cells transfected with a constitutively active form of NFAT capable of migrating to the nucleus and transactivating target genes in the absence of calcineurin activity.",20181888_6,"calcineurin activity,NFAT,melatonin,T cells","189,97,13,40","209,101,22,47","1,1,0,2"
186,"Accordingly, mice selectively overexpressing CREMα in T cells display decreased TH2 type cytokines in vivo and in vitro, and are protected in an asthma model.",26459392_5,"CREMα,TH2","45,80","50,83","1,2"
187,"Accordingly, naive CD4(+) T cells cocultured with uric acid-treated dendritic cells differentiated toward the Th17 lineage.",22058415_3,Th17,110,114,2
188,"Accordingly, patients with early-stage MS harbored a greater number of Tc17 cells in the cerebrospinal fluid than in peripheral blood.",23221338_6,Tc17 cells,71,81,2
189,"Accordingly, short-term in vivo IL-7Rα blockade inhibited the activation and expansion of autoantigen-specific CD4(+) T cells and, when used to treat experimental autoimmune encephalomyelitis (EAE), prevented and ameliorated disease.",26319414_2,IL-7Rα,32,38,0
